Feature	Gain	Cover	Frequency	pos
ctrx_quarter_normalizado	0.300246774698607	0.0299173921234887	0.005754341912534	1
mcaja_ahorro	0.0336643206169903	0.00855958195231099	0.00439422473320778	2
ctrx_quarter	0.0300668159574027	0.00641863075301963	0.00156936597614564	3
mtarjeta_visa_consumo	0.0298909533855999	0.0174547119041641	0.005754341912534	4
mcuentas_saldo_avg3	0.0214754040916841	0.00179272843680106	0.00136011717932622	5
mcuentas_saldo	0.0168869031939539	0.0123238619802149	0.00627746390458255	6
mdescubierto_preacordado	0.0151940143869376	0.000761999274380721	0.0011508683825068	7
cpayroll_trx	0.0148369678464389	0.0114698134077454	0.00428960033479807	8
mv_status06_ratioavg3	0.0143029439337477	0.000848262403044993	0.000418497593638837	9
mdescubierto_preacordado_tend6	0.0126242186632253	0.00462997567983925	0.00303410755388157	10
cproductos_ratioavg6	0.0114016633810824	0.00774527670287449	0.00491734672525633	11
mpayroll_sobre_edad	0.0105874270044401	0.0142912592386954	0.0034526051475204	12
mprestamos_personales_ratioavg6	0.00893736078789402	0.00582703385677073	0.0046034735300272	13
mprestamos_personales_ratiomax6	0.00823580237498308	0.00430238755599622	0.00449884913161749	14
ctarjeta_visa_trx_ratioavg6	0.00791179946636443	0.00914951586983401	0.00387110274115924	15
mcuenta_corriente	0.00763177207969991	0.000907986384327426	0.00324335635070098	16
foto_mes	0.00749374377526124	0.00865078419007496	0.0101485666457418	17
mpasivos_margen	0.00718292560369388	0.00449508132311645	0.0034526051475204	18
mdescubierto_preacordado_delta4	0.0053543817807328	0.00078232872217568	0.000209248796819418	19
ctarjeta_visa_tend6	0.00518649158062146	0.00155221313163864	0.000313873195229127	20
mprestamos_personales	0.00507900185703308	0.00306435906423776	0.00303410755388157	21
mv_status07_ratioavg3	0.00496486207698318	0.000825379317506181	0.000523121992048546	22
cpayroll_trx_ratioavg6	0.00450023946987508	0.012858606180547	0.00292948315547186	23
cpayroll_trx_avg3	0.00386879782148542	0.00605103148559975	0.00219711236660389	24
mcomisiones_mantenimiento_delta4	0.00360784890564145	0.00622186362227871	0.00554509311571459	25
mactivos_margen_avg3	0.00354613246884959	0.00144699079982245	0.00313873195229127	26
mactivos_margen	0.00349787089877262	0.00421363930182024	0.00470809792843691	27
mprestamos_personales_ratioavg3	0.00344674508692749	0.00849996385356916	0.00261560996024273	28
mdescubierto_preacordado_delta1	0.00326561803138273	0.0102820043821545	0.00324335635070098	29
mprestamos_personales_delta3	0.00322756896341323	0.00671100981792121	0.00188323917137476	30
mpayroll	0.00318748084258197	0.0115154238692045	0.00240636116342331	31
ccaja_ahorro	0.00312205165854298	0.00390514740559343	0.00324335635070098	32
ctarjeta_visa_ratioavg6	0.00312186637677164	0.000754830403543712	0.000104624398409709	33
mcuentas_saldo_delta3	0.00308995827658232	0.00285996839057374	0.00387110274115924	34
mprestamos_personales_lag3	0.00284461545214974	0.00099341490943639	0.00136011717932622	35
mcuentas_saldo_ratioavg3	0.00274796882445308	0.000967542199221849	0.00397572713956895	36
cproductos	0.00258719562570913	0.0034376199333873	0.00292948315547186	37
mprestamos_personales_ratiomax3	0.0025508444689616	0.00384178604762219	0.00292948315547186	38
mv_status04_delta3	0.00240388128710538	0.00169612618946655	0.000418497593638837	39
mcuentas_saldo_ratioavg6	0.00239286943818351	0.00160820008207641	0.00387110274115924	40
cproductos_ratioavg3	0.00232519088208019	0.00176432700238163	0.00136011717932622	41
mv_mpagominimo	0.00232418770911787	0.00378652158981439	0.00261560996024273	42
ctarjeta_master_trx_ratioavg6	0.00231712069099318	0.00572924821633542	0.00292948315547186	43
mv_msaldopesos	0.00229736213045674	0.000366814490942499	0.000941619585687382	44
mtarjeta_visa_consumo_tend6	0.00228444233924791	0.00104164129248675	0.0011508683825068	45
cliente_edad_lag4	0.00225046470336331	0.00350063873019778	0.00554509311571459	46
mtransferencias_recibidas	0.00224007712247674	0.00376318383218948	0.00324335635070098	47
cproductos_ratiomax6	0.00214237118942657	0.000840688687199812	0.00146474157773593	48
Visa_fechaalta_tend3	0.00213297709503323	0.00789904929374757	0.00324335635070098	49
mcaja_ahorro_dolares_delta1	0.00208691903666844	0.00685640523131751	0.00355722954593011	50
mcuentas_saldo_ratiomax6	0.00202976978929951	0.00153448714866546	0.00261560996024273	51
mactivos_margen_avg6	0.00196727157146426	0.00645801282973762	0.00387110274115924	52
ctarjeta_visa_trx_tend6	0.00194464920202998	0.00312036469982976	0.00366185394433982	53
mcomisiones_mantenimiento	0.00193994649764325	0.00337204749883297	0.00334798074911069	54
mv_msaldototal_avg3	0.00193183969714721	0.00093433245178229	0.00156936597614564	55
mcuentas_saldo_tend6	0.00188425355214378	0.000706990180347302	0.00282485875706215	56
mpayroll_ratiomax3	0.00183072115265856	0.0023633605900114	0.000941619585687382	57
mtarjeta_visa_debitos_automaticos_tend3	0.00182536369474737	0.003965301145423	0.00366185394433982	58
chomebanking_trx_delta1	0.00178658471315805	0.00421743861651232	0.00408035153797866	59
mrentabilidad_annual	0.00178412824584546	0.000948128323983832	0.00188323917137476	60
ccaja_ahorro_avg3	0.0017630451592537	0.00126317248095829	0.00167399037455535	61
mcuenta_corriente_ratioavg6	0.00174777111787772	0.00300232435221638	0.00408035153797866	62
mcuentas_saldo_delta4	0.00172715208950455	0.00268629611045283	0.00292948315547186	63
ccomisiones_mantenimiento_ratioavg3	0.00166647226424262	0.00227641233902561	0.0023017367650136	64
mrentabilidad_avg6	0.0016497628820117	0.00400805277828593	0.00292948315547186	65
mv_Finiciomora_avg3	0.00162760256976668	0.0024210790314072	0.0011508683825068	66
ctrx_quarter_delta4	0.00161038241915828	0.00361222024283463	0.00334798074911069	67
mpasivos_margen_avg3	0.00157992803423913	0.000412194502166173	0.00136011717932622	68
mcaja_ahorro_avg3	0.00157619913668037	0.00165161192372189	0.00324335635070098	69
Visa_Finiciomora	0.00157546551312298	0.00349006916129213	0.00198786356978447	70
mprestamos_personales_delta4	0.00155950922830215	0.00304268428533872	0.00177861477296506	71
ccomisiones_otras_avg3	0.00152136434063861	0.0147378344246325	0.00428960033479807	72
ccaja_seguridad_lag4	0.00152110699525524	6.33738147407194e-05	0.000209248796819418	73
ctrx_quarter_normalizado_ratiomax3	0.00152048566038105	0.000799737057527062	0.00282485875706215	74
mtarjeta_visa_consumo_ratioavg6	0.00148058544509946	0.00112096600054943	0.00104624398409709	75
mcaja_ahorro_ratioavg6	0.00147800387030005	0.00167323064715826	0.00251098556183302	76
mcomisiones_mantenimiento_ratioavg3	0.00147575320493607	0.00224728841197621	0.00251098556183302	77
mcuentas_saldo_delta2	0.00147561383264633	0.00257760456833585	0.00355722954593011	78
mcaja_ahorro_dolares_ratioavg6	0.00147169991091389	0.00179778588521083	0.00282485875706215	79
mv_mpagominimo_delta2	0.00142104209428266	0.00502435077326113	0.00282485875706215	80
mplazo_fijo_dolares_ratioavg3	0.00141538157138519	0.00630180494043076	0.00261560996024273	81
Master_fultimo_cierre_avg3	0.00141375845510722	0.000703047612806184	0.00272023435865244	82
Visa_cconsumos_avg3	0.00140553279851523	0.0055935628547505	0.00366185394433982	83
Visa_mfinanciacion_limite	0.00137477400352506	0.00251376362473955	0.00324335635070098	84
mrentabilidad_annual_ratiomax6	0.00136532980638496	0.000411303843148195	0.00188323917137476	85
mautoservicio_ratiomax6	0.00136430529132292	0.00131914074624183	0.00334798074911069	86
