Feature	Gain	Cover	Frequency	pos
ctrx_quarter_normalizado	0.240565433259059	0.0155615698912122	0.00267889341095255	1
ctrx_quarter	0.0371395182537283	0.00423489219478782	0.00164854979135542	2
mtarjeta_visa_consumo	0.0278860536320913	0.0094374178893509	0.00293647931585184	3
mcaja_ahorro	0.0261129294953293	0.00372798004508494	0.00175158415331513	4
mdescubierto_preacordado_tend6	0.0252850689573974	0.00142106836596039	0.000824274895677709	5
mcuentas_saldo	0.0180672400219647	0.00784761114920846	0.00406985729740869	6
cpayroll_trx	0.0132432447115216	0.00641191881348651	0.00206068723919427	7
mv_status06_ratioavg3	0.0120496937495567	0.000978653329116625	0.000309103085879141	8
mcuentas_saldo_avg3	0.00925470393026234	0.00046237381445371	0.000824274895677709	9
cproductos_ratioavg6	0.0090991152780756	0.00391425970268943	0.00200917005821441	10
mpayroll_sobre_edad	0.0085435070517314	0.00744434523764594	0.00180310133429499	11
ctarjeta_visa_trx_ratioavg6	0.0074377457136549	0.00531585891011583	0.00252434186801298	12
foto_mes	0.00672218945448648	0.00837361844287343	0.00638813044150224	13
mprestamos_personales_ratioavg3	0.00664753161033108	0.00770877694011661	0.0015455154293957	14
mpasivos_margen	0.00605398666674738	0.00200482350952779	0.00180310133429499	15
ctarjeta_visa_ratioavg6	0.00598339359463973	0.00082515774880602	0.000103034361959714	16
mprestamos_personales_ratioavg6	0.00478472983179495	0.00230692527965444	0.00216372160115399	17
mv_status01	0.00443032314438588	0.00287164988177671	0.000618206171758281	18
cpayroll_trx_ratioavg6	0.0043665778247283	0.00644692997754947	0.00144248106743599	19
mv_status07_ratioavg3	0.00435227281639801	0.00178317227381833	0.000257585904899284	20
mprestamos_personales_delta3	0.00425814740153676	0.00422408997392466	0.00159703261037556	21
mcuenta_corriente	0.00417657940320897	0.00216152541475938	0.00200917005821441	22
mprestamos_personales_lag3	0.00397616031351282	0.000592299676469235	0.000669723352738138	23
mprestamos_personales_ratiomax6	0.00379857183526697	0.00168661871201432	0.00180310133429499	24
mprestamos_personales	0.00350541133355593	0.00283433002776535	0.00195765287723456	25
mprestamos_personales_ratiomax3	0.00333520516684054	0.00295608537145094	0.00170006697233527	26
