Feature	Gain	Cover	Frequency	pos
ccaja_ahorro_tend6	0.000436616371379141	0.000900721119462737	0.000688989940746865	201
mv_msaldopesos_lag1	0.000434359865494784	0.000113156556205755	0.000275595976298746	202
canarito790	0.000433237555607464	0.0013528629093155	0.0015157778696431	203
canarito181	0.000429683843432707	0.00016391788824273	0.00124018189334436	204
canarito530	0.000429192695356577	0.000226126791269105	0.00124018189334436	205
mpasivos_margen_avg6	0.000428152682839229	0.000260931580670466	0.00110238390519498	206
ctransferencias_emitidas_ratioavg3	0.000428024058349105	0.000590995758019098	0.000826787928896238	207
Visa_fultimo_cierre	0.000426465029162106	0.000949224239253757	0.000826787928896238	208
canarito433	0.000425637848673903	0.000665986291414495	0.0015157778696431	209
ccaja_ahorro_ratioavg3	0.000424564007946016	0.0056614871575246	0.00110238390519498	210
canarito637	0.000419756935037465	0.00200675323216503	0.00137797988149373	211
canarito752	0.000417446889212544	0.000199482867905107	0.000964585917045611	212
ccomisiones_otras_ratioavg3	0.000412987179993444	0.000181961227673287	0.00110238390519498	213
ctarjeta_debito_avg6	0.000410618642142303	0.000711456103007152	0.00124018189334436	214
canarito292	0.000410418756201075	0.00149208206692095	0.00110238390519498	215
mtarjeta_visa_consumo_ratiomax6	0.000410142714690646	0.00224753231807291	0.000688989940746865	216
mpasivos_margen_ratioavg3	0.000410106001904015	0.000677903391682755	0.00110238390519498	217
mvr_msaldopesos_lag1	0.000408705734816497	0.00303772773586066	0.000964585917045611	218
mvr_msaldopesos_tend3	0.000406897710125341	0.00475739735180717	0.00124018189334436	219
numero_de_cliente	0.000405114785386729	0.000451158014220864	0.000964585917045611	220
ctarjeta_visa_debitos_automaticos_avg3	0.000404909502941902	0.000665636007666772	0.000964585917045611	221
Master_Fvencimiento_ratioavg3	0.00040488110435928	0.00038245768259308	0.00124018189334436	222
canarito506	0.000396995951369121	0.000132556313553024	0.00124018189334436	223
mrentabilidad_annual_avg6	0.000394916558456841	0.000522220897934351	0.000826787928896238	224
canarito129	0.000394217582884059	0.000179412354445178	0.000826787928896238	225
canarito559	0.000392469532532387	0.000308950265491232	0.00110238390519498	226
Master_mpagominimo	0.000392164532086278	0.00122787868698984	0.000688989940746865	227
canarito716	0.000389351548688106	0.000690297474075574	0.00124018189334436	228
mv_fechaalta	0.000389188560477623	0.000952011603544144	0.000826787928896238	229
canarito460	0.000387807530338228	0.000885681276847759	0.00124018189334436	230
canarito153	0.000387318303472586	0.000191582851467111	0.00124018189334436	231
Visa_msaldopesos_ratioavg3	0.000386294480466035	7.29931707488089e-05	0.000137797988149373	232
canarito182	0.000385927211821367	8.73100873312534e-05	0.00110238390519498	233
Master_msaldototal_avg3	0.000385077846320671	0.00111926836665878	0.000826787928896238	234
mtransferencias_emitidas_delta1	0.000379899562973519	0.000720719990207557	0.00110238390519498	235
ctrx_quarter_normalizado_lag1	0.000378136962764829	0.000254820247199563	0.000826787928896238	236
mcomisiones_mantenimiento_avg3	0.000377985242343445	0.000648062197515078	0.000964585917045611	237
canarito498	0.000375028524245073	9.10812272535423e-05	0.000964585917045611	238
mdescubierto_preacordado_avg3	0.000374979676916334	0.000350999220909322	0.000964585917045611	239
Master_Fvencimiento	0.000372421132452037	0.000186857747295705	0.000964585917045611	240
canarito444	0.00037236232022407	0.000225143015637203	0.00110238390519498	241
canarito580	0.000371924104809326	0.00015989335156677	0.000964585917045611	242
Master_mlimitecompra	0.000368054157523679	0.000536269512071732	0.000964585917045611	243
canarito629	0.000367527704444465	9.21544370337984e-05	0.000826787928896238	244
Visa_msaldototal	0.000366014776028108	0.000221356970023522	0.000551191952597492	245
canarito187	0.000365726887053	0.000945937534301722	0.00124018189334436	246
canarito248	0.000365600423924675	0.000716777434834255	0.00110238390519498	247
Visa_fechaalta_ratioavg3	0.000365422562895066	0.000745224946856739	0.000826787928896238	248
mv_fultimo_cierre_avg3	0.000362949611670458	0.000474336364336118	0.000964585917045611	249
canarito334	0.000358685181351917	8.07515831185771e-05	0.000964585917045611	250
mtransferencias_emitidas_tend3	0.000355402862241523	0.00112452262287462	0.000964585917045611	251
