Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.144441175617039	0.0192658221884141	0.0076271186440678
ctrx_quarter	0.0906917463301306	0.0139246557841519	0.00898305084745763
mcaja_ahorro	0.0747482333752564	0.00968168161875809	0.0172033898305085
foto_mes	0.0675162920045916	0.0304545064223102	0.0171186440677966
mtarjeta_visa_consumo	0.0608411610473649	0.0175799955757622	0.0179661016949153
mcuentas_saldo	0.0254764450380285	0.0106985679006866	0.0142372881355932
cpayroll_trx	0.0200833813142419	0.0108613583882175	0.00389830508474576
mpayroll	0.0176173805437467	0.0159931822146005	0.00923728813559322
cproductos_tend6	0.0158112171740161	0.0081718894771451	0.00516949152542373
mcuentas_saldo_tend6	0.0154715629774204	0.00368026249189319	0.00703389830508475
mpasivos_margen	0.0153212213711459	0.00881930138059799	0.010593220338983
mes_lag1	0.0147628104626956	0.01731777562277	0.0108474576271186
mprestamos_personales_tend6	0.0128234313770624	0.0054944832161972	0.00338983050847458
mprestamos_personales	0.0126188796213708	0.0104566078152211	0.00423728813559322
ctarjeta_visa_trx	0.0123742383542607	0.00985165660504362	0.0128813559322034
mpayroll_sobre_edad	0.0123244305620514	0.0127625314309415	0.0073728813559322
mdescubierto_preacordado_tend6	0.00751548488230398	0.00191152550672936	0.00110169491525424
mv_Finiciomora_avg6	0.00691578967317605	0.0137895040334532	0.00254237288135593
mactivos_margen	0.00637925012065541	0.00698844514706064	0.0114406779661017
Visa_Finiciomora	0.00593527228758598	0.0222071297419605	0.00372881355932203
mes	0.0056707190703503	0.00472378200363448	0.00677966101694915
mprestamos_personales_lag1	0.00553496280174241	0.0020140621537179	0.0014406779661017
mcomisiones_mantenimiento_tend6	0.00538044855298439	0.00847893622428836	0.00516949152542373
mrentabilidad_avg6	0.00529710036714142	0.0065791845591441	0.0073728813559322
mes_avg6	0.00522731782698647	0.0121973276247769	0.00550847457627119
ctarjeta_visa_trx_tend6	0.00460113776638004	0.00400464187233039	0.00593220338983051
mcuenta_corriente_avg6	0.00450897167652474	0.00605243624530974	0.0100847457627119
mv_status07_avg6	0.00444912831231455	0.000460083679221366	0.000508474576271186
ctrx_quarter_delta1	0.00442361854450142	0.00639079313486745	0.00932203389830508
mprestamos_personales_delta1	0.00435886184871233	0.0138494676918127	0.00449152542372881
ccomisiones_mantenimiento_tend6	0.00431900138618514	0.00448595795865466	0.00296610169491525
mv_status06_tend6	0.00431757902219931	0.00198864768907311	0.000847457627118644
mv_mpagominimo	0.00424387930323723	0.00964985258252316	0.0073728813559322
mv_Finiciomora_lag1	0.00420197889517417	0.019572458559571	0.00398305084745763
mcuenta_corriente_tend6	0.00405244138674399	0.00522316424886523	0.00838983050847458
mrentabilidad_annual_delta1	0.00380204706534887	0.00821005478729243	0.0108474576271186
mdescubierto_preacordado	0.00378283903501293	0.00136696241074338	0.00110169491525424
mv_status07_tend6	0.00377744036261152	0.00373253477705799	0.0014406779661017
mcuentas_saldo_delta1	0.00374776433208075	0.00870190122445133	0.010593220338983
mcomisiones_avg6	0.00360532989446447	0.00937357338862403	0.00864406779661017
cprestamos_personales_avg6	0.00349962044348312	0.00495803285854012	0.00245762711864407
ctrx_quarter_normalizado_delta1	0.00349949121697721	0.00471298241867989	0.0076271186440678
cliente_edad	0.00349445908953335	0.00512474784546245	0.00940677966101695
chomebanking_trx_delta1	0.00337044006678258	0.00772425993643694	0.00915254237288136
mv_msaldopesos	0.00335561080691824	0.00401359596728415	0.00474576271186441
Master_status	0.00331124801639126	0.00401864273338987	0.00127118644067797
Master_fultimo_cierre_tend6	0.00330720707043916	0.00757961699618804	0.00847457627118644
mcuenta_corriente_delta1	0.0032852115283236	0.0103520436704721	0.00694915254237288
mcuentas_saldo_lag1	0.00323912881214721	0.00817789161228363	0.00957627118644068
Visa_fechaalta_avg6	0.00316051134127661	0.00204682320704665	0.00584745762711864
Master_fechaalta	0.00313590924839156	0.00682147431904217	0.00915254237288136
cpayroll_trx_lag1	0.00311887983211132	0.000167939933485965	0.000254237288135593
mrentabilidad	0.00310663211138811	0.00364472084077197	0.00720338983050848
Master_fultimo_cierre_avg6	0.00310427103697409	0.00521867209131019	0.00745762711864407
cliente_edad_avg6	0.00310060413116259	0.00940836537382195	0.00974576271186441
mrentabilidad_delta1	0.00308981009965417	0.00476448168598241	0.00949152542372881
Visa_mfinanciacion_limite	0.00307979812119302	0.00688367976354338	0.00855932203389831
Visa_mpagospesos_tend6	0.00304113335237125	0.00350794063574058	0.00822033898305085
cproductos	0.00303655610091436	0.00857970327507774	0.00813559322033898
mcomisiones_lag1	0.00301893877170654	0.00279299252089353	0.00694915254237288
Master_mfinanciacion_limite	0.00301391522498842	0.00935793857865798	0.0088135593220339
mrentabilidad_annual_tend6	0.00300376711467007	0.00459011069718468	0.00822033898305085
Visa_cconsumos_avg6	0.00294603744005848	0.00577356292571909	0.00745762711864407
mactivos_margen_lag1	0.00291249530027522	0.00904383782888968	0.00923728813559322
mcomisiones_tend6	0.0029035918605762	0.00737257355406531	0.00855932203389831
mactivos_margen_avg6	0.00288898183627922	0.00555421369857783	0.00805084745762712
ccaja_ahorro	0.00285532231439894	0.00980012402688697	0.0038135593220339
mcaja_ahorro_dolares_delta1	0.00285113736265194	0.00683651949254908	0.00533898305084746
mtransferencias_recibidas	0.0028329966674487	0.00273607732080295	0.00635593220338983
mactivos_margen_tend6	0.0027888924074451	0.00673851483877619	0.00805084745762712
cliente_edad_lag1	0.00278594613508999	0.00555232768609467	0.00745762711864407
mrentabilidad_annual_lag1	0.00278503163821091	0.0036886217992248	0.00796610169491525
mtransferencias_emitidas_avg6	0.00276805690994423	0.00434170616338361	0.00889830508474576
Visa_msaldopesos	0.00274941200401138	0.00530245884835547	0.00771186440677966
ctrx_quarter_tend6	0.00269491149741784	0.00233440645646442	0.00576271186440678
mrentabilidad_tend6	0.00268049671628323	0.00367073661784539	0.00822033898305085
ctarjeta_visa_debitos_automaticos_tend6	0.00266816570426627	0.00560230736030943	0.00398305084745763
Master_Fvencimiento_avg6	0.00266358910560413	0.00308909957144834	0.00864406779661017
mtarjeta_visa_debitos_automaticos_tend6	0.00263083326295699	0.00809363197847408	0.005
