Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.09785431960533	0.0127075393100915	0.00895522388059702
mcaja_ahorro	0.0810955609932461	0.00873925424926195	0.0115575966322235
mtarjeta_visa_consumo	0.0707599565394002	0.00906458173541576	0.0099502487562189
foto_mes	0.0686202336993155	0.0248714841610239	0.0131649445082281
mpasivos_margen	0.045163567590045	0.0117946559366896	0.00880214313050134
ctrx_quarter	0.0385878747815538	0.00971465951360605	0.00719479525449675
cpayroll_trx	0.0261592213343024	0.00845059495863038	0.00321469575200919
mcuentas_saldo	0.0213012106638274	0.00910573299204347	0.0130118637581324
mpayroll	0.0204405308728518	0.0111937602882086	0.00543436662839648
mcaja_ahorro_lag1	0.0196986698442088	0.00554070665110715	0.00926138538078837
mpayroll_sobre_edad	0.014012000461047	0.0116100423006132	0.00566398775353999
mcuenta_corriente	0.0138883664619684	0.00477732805668468	0.00803673938002296
mes_lag1	0.0137868822284451	0.0119493943945714	0.00696517412935323
cproductos_tend6	0.0119561551486801	0.00683813166934862	0.00298507462686567
ctarjeta_visa_trx	0.0119538880909198	0.010289427763989	0.0120168388825105
mprestamos_personales_tend6	0.0118857351048237	0.00668954739258698	0.00359739762724837
mprestamos_personales	0.0104194049521643	0.0121586849225275	0.0046689628779181
mdescubierto_preacordado	0.00982011729414118	0.000333909008912026	0.000382701875239189
mes	0.00927919150924302	0.0092971189997714	0.00796019900497512
mv_status07_tend6	0.00773894706543585	0.00441107523658781	0.00137772675086108
mv_msaldototal	0.0077119963784492	0.00471144210028397	0.00375047837734405
mprestamos_personales_lag1	0.00685119590077009	0.00232184606713286	0.00206659012629162
ccomisiones_mantenimiento_tend6	0.0056560444563715	0.004023256828006	0.00260237275162648
mes_avg6	0.00532275214409855	0.0130573260237109	0.00581706850363567
Visa_Finiciomora	0.00493296736814658	0.0143190800325878	0.00244929200153081
mrentabilidad_annual_lag1	0.00491742118339183	0.0033675100420849	0.00742441637964026
ctrx_quarter_delta1	0.00467219752405898	0.00609269003835974	0.0100267891312667
mprestamos_personales_delta1	0.00466676701701641	0.0127970415604946	0.00413318025258324
mcuentas_saldo_lag1	0.0046558322893359	0.00998293119904578	0.0123995407577497
ctarjeta_visa_trx_tend6	0.00463538137604278	0.00312085290487639	0.00474550325296594
mvr_msaldopesos_lag1	0.00444478851635697	0.00502715548493416	0.0046689628779181
