,experimento,fecha,lambda_l1,lambda_l2,min_gain_to_split,bagging_fraction,pos_bagging_fraction,neg_bagging_fraction,max_depth,max_bin,seed,extra_trees,drop_rate,max_drop,skip_drop,metric,first_metric_only,objective,boost_from_average,force_row_wise,feature_pre_filter,boosting,num_threads,verbosity,verbose,learning_rate,feature_fraction,num_leaves,min_data_in_leaf,num_iterations,prob_corte,estimulos,ganancia,iteracion_bayesiana
HT8310_2019_02,20220617,63104,0,0,0,1,1,1,-1,31,999983,FALSE,0.1,50,0.5,custom,TRUE,binary,TRUE,TRUE,FALSE,gbdt,0,-100,-100,0.117258863652863,0.37796487140283,786,4782,144,0.046402860095129,12252,10188000,33
HT8310_2019_02,20220617,63152,0,0,0,1,1,1,-1,31,999983,FALSE,0.1,50,0.5,custom,TRUE,binary,TRUE,TRUE,FALSE,gbdt,0,-100,-100,0.273476775305232,0.398507780198264,587,4428,45,0.050430041423824,12616,10184000,40
HT8310_2019_02,20220617,63244,0,0,0,1,1,1,-1,31,999983,FALSE,0.1,50,0.5,custom,TRUE,binary,TRUE,TRUE,FALSE,gbdt,0,-100,-100,0.160255476945604,0.376586052501737,657,3948,83,0.037429737380548,14710,10130000,46
HT8310_2019_02,20220617,63356,0,0,0,1,1,1,-1,31,999983,FALSE,0.1,50,0.5,custom,TRUE,binary,TRUE,TRUE,FALSE,gbdt,0,-100,-100,0.135149646829111,0.191001194075355,603,7599,127,0.042407040664367,13796,10084000,99
HT8310_2019_02,20220617,63510,0,0,0,1,1,1,-1,31,999983,FALSE,0.1,50,0.5,custom,TRUE,binary,TRUE,TRUE,FALSE,gbdt,0,-100,-100,0.24396807032472,0.265302602361399,393,7562,71,0.042343410118584,13580,10060000,24
HT8310_2019_02,20220617,63556,0,0,0,1,1,1,-1,31,999983,FALSE,0.1,50,0.5,custom,TRUE,binary,TRUE,TRUE,FALSE,gbdt,0,-100,-100,0.25480995551253,0.936169395356765,1012,2749,45,0.034410900009334,15804,9996000,96
HT8310_2019_02,20220617,63658,0,0,0,1,1,1,-1,31,999983,FALSE,0.1,50,0.5,custom,TRUE,binary,TRUE,TRUE,FALSE,gbdt,0,-100,-100,0.208293799209467,0.73417699223216,799,4853,94,0.042439196046058,13334,9946000,23
HT8310_2019_02,20220617,63734,0,0,0,1,1,1,-1,31,999983,FALSE,0.1,50,0.5,custom,TRUE,binary,TRUE,TRUE,FALSE,gbdt,0,-100,-100,0.230852510495314,0.607217896570638,668,976,39,0.028415883659873,14708,9892000,115
HT8310_2019_02,20220617,63825,0,0,0,1,1,1,-1,31,999983,FALSE,0.1,50,0.5,custom,TRUE,binary,TRUE,TRUE,FALSE,gbdt,0,-100,-100,0.187473186505814,0.482023982235603,240,971,58,0.035877242437485,10882,9878000,56
HT8310_2019_02,20220617,63916,0,0,0,1,1,1,-1,31,999983,FALSE,0.1,50,0.5,custom,TRUE,binary,TRUE,TRUE,FALSE,gbdt,0,-100,-100,0.141336863076475,0.865958362022298,287,2707,58,0.03714519601212,14132,9868000,94
HT8310_2019_02,20220617,63954,0,0,0,1,1,1,-1,31,999983,FALSE,0.1,50,0.5,custom,TRUE,binary,TRUE,TRUE,FALSE,gbdt,0,-100,-100,0.15126593116293,0.926589186676079,662,4420,115,0.066782368828599,9354,9726000,80
HT8310_2019_02,20220617,64039,0,0,0,1,1,1,-1,31,999983,FALSE,0.1,50,0.5,custom,TRUE,binary,TRUE,TRUE,FALSE,gbdt,0,-100,-100,0.178570743070638,0.96967455263976,206,2459,80,0.043986303453967,11776,9584000,101
HT8310_2019_02,20220617,64211,0,0,0,1,1,1,-1,31,999983,FALSE,0.1,50,0.5,custom,TRUE,binary,TRUE,TRUE,FALSE,gbdt,0,-100,-100,0.234803677840768,0.138259828108992,1386,3054,32,0.043401435488092,12522,9558000,84
HT8310_2019_02,20220617,64311,0,0,0,1,1,1,-1,31,999983,FALSE,0.1,50,0.5,custom,TRUE,binary,TRUE,TRUE,FALSE,gbdt,0,-100,-100,0.199757800772574,0.130008793261764,1218,1192,122,0.022995180987657,11536,9104000,58
HT8310_2019_02,20220617,64409,0,0,0,1,1,1,-1,31,999983,FALSE,0.1,50,0.5,custom,TRUE,binary,TRUE,TRUE,FALSE,gbdt,0,-100,-100,0.281257844703246,0.784900363077223,397,1202,17,0.059426977842735,11482,8918000,65
HT8310_2019_02,20220617,64451,0,0,0,1,1,1,-1,31,999983,FALSE,0.1,50,0.5,custom,TRUE,binary,TRUE,TRUE,FALSE,gbdt,0,-100,-100,0.172122491179092,0.799812874208856,1048,1196,16,0.050082880270823,12462,8418000,71
