max_depth	min_split	min_bucket	peso_error	ganancia_promedio
5	3000	600	100	8874000
5	3000	600	150	9379333
5	3000	600	200	9518000
5	3000	600	250	9741333
5	3000	600	300	9682000
5	3000	600	600	10870667
5	3000	600	900	10432000
6	1850	200	100	9746667
6	1850	200	150	9661333
6	1850	200	200	9676000
6	1850	200	250	9636000
6	1850	200	300	9414000
6	1850	200	600	11267333
6	1850	200	900	10356000
6	1850	300	100	9902000
6	1850	300	150	10089333
6	1850	300	200	10267333
6	1850	300	250	10099333
6	1850	300	300	9876000
6	1850	300	600	11220000
6	1850	300	900	10873333
6	1850	400	100	9968667
6	1850	400	150	10520000
6	1850	400	200	10475333
6	1850	400	250	10592000
6	1850	400	300	10088000
6	1850	400	600	11178000
6	1850	400	900	11129333
6	1850	500	100	9922667
6	1850	500	150	10701333
6	1850	500	200	10714667
6	1850	500	250	10604000
6	1850	500	300	10579333
6	1850	500	600	11419333
6	1850	500	900	11188667
6	1850	600	100	9549333
6	1850	600	150	10238667
6	1850	600	200	10381333
6	1850	600	250	10239333
6	1850	600	300	9629333
6	1850	600	600	11333333
6	1850	600	900	11169333
6	1900	200	100	9746667
6	1900	200	150	9661333
6	1900	200	200	9676000
6	1900	200	250	9636000
6	1900	200	300	9414000
6	1900	200	600	11267333
6	1900	200	900	10356000
6	1900	300	100	9902000
6	1900	300	150	10089333
6	1900	300	200	10267333
6	1900	300	250	10099333
6	1900	300	300	9876000
6	1900	300	600	11220000
6	1900	300	900	10873333
6	1900	400	100	9968667
6	1900	400	150	10520000
6	1900	400	200	10475333
6	1900	400	250	10592000
6	1900	400	300	10088000
6	1900	400	600	11178000
6	1900	400	900	11129333
6	1900	500	100	9922667
6	1900	500	150	10701333
6	1900	500	200	10714667
6	1900	500	250	10604000
6	1900	500	300	10624000
6	1900	500	600	11419333
6	1900	500	900	11188667
6	1900	600	100	9549333
6	1900	600	150	10238667
6	1900	600	200	10381333
6	1900	600	250	10239333
6	1900	600	300	9674000
6	1900	600	600	11333333
6	1900	600	900	11169333
6	2000	200	100	9858667
6	2000	200	150	9661333
6	2000	200	200	9676000
6	2000	200	250	9636000
6	2000	200	300	9414000
6	2000	200	600	11267333
6	2000	200	900	10356000
6	2000	300	100	10014000
6	2000	300	150	10089333
6	2000	300	200	10267333
6	2000	300	250	10099333
6	2000	300	300	9876000
6	2000	300	600	11220000
6	2000	300	900	10873333
6	2000	400	100	10018000
6	2000	400	150	10538000
6	2000	400	200	10558667
6	2000	400	250	10837333
6	2000	400	300	10088000
6	2000	400	600	11178000
6	2000	400	900	11129333
6	2000	500	100	9847333
6	2000	500	150	10690000
6	2000	500	200	10768667
6	2000	500	250	10849333
6	2000	500	300	10624000
6	2000	500	600	11419333
6	2000	500	900	11188667
6	2000	600	100	9474000
6	2000	600	150	10227333
6	2000	600	200	10435333
6	2000	600	250	10474000
6	2000	600	300	9674000
6	2000	600	600	11333333
6	2000	600	900	11169333
6	2100	200	100	9814000
6	2100	200	150	9661333
6	2100	200	200	9676000
6	2100	200	250	9636000
6	2100	200	300	9587333
6	2100	200	600	11267333
6	2100	200	900	10356000
6	2100	300	100	9956667
6	2100	300	150	10089333
6	2100	300	200	10267333
6	2100	300	250	10099333
6	2100	300	300	10049333
6	2100	300	600	11220000
6	2100	300	900	10873333
6	2100	400	100	10168000
6	2100	400	150	10538000
6	2100	400	200	10558667
6	2100	400	250	10837333
6	2100	400	300	10218000
6	2100	400	600	11178000
6	2100	400	900	11129333
6	2100	500	100	9996667
6	2100	500	150	10690000
6	2100	500	200	10768667
6	2100	500	250	10849333
6	2100	500	300	10754000
6	2100	500	600	11419333
6	2100	500	900	11188667
6	2100	600	100	9623333
6	2100	600	150	10227333
6	2100	600	200	10435333
6	2100	600	250	10474000
6	2100	600	300	9804000
6	2100	600	600	11333333
6	2100	600	900	11169333
6	2500	200	100	9597333
6	2500	200	150	9614000
6	2500	200	200	9566667
6	2500	200	250	9528667
6	2500	200	300	9587333
6	2500	200	600	11267333
6	2500	200	900	10356000
6	2500	300	100	9753333
6	2500	300	150	10042000
6	2500	300	200	10084667
6	2500	300	250	9918667
6	2500	300	300	9976000
6	2500	300	600	11220000
6	2500	300	900	10873333
6	2500	400	100	9855333
6	2500	400	150	10308000
6	2500	400	200	10153333
6	2500	400	250	10488667
6	2500	400	300	10016667
6	2500	400	600	11178000
6	2500	400	900	11129333
6	2500	500	100	9801333
6	2500	500	150	10198667
6	2500	500	200	10102000
6	2500	500	250	10500667
6	2500	500	300	10552667
6	2500	500	600	11419333
6	2500	500	900	11188667
6	2500	600	100	9428000
6	2500	600	150	9736000
6	2500	600	200	9762000
6	2500	600	250	10064667
6	2500	600	300	9602667
6	2500	600	600	11316667
6	2500	600	900	11169333
6	3000	200	100	9046000
6	3000	200	150	9180000
6	3000	200	200	9148000
6	3000	200	250	9057333
6	3000	200	300	9534000
6	3000	200	600	11267333
6	3000	200	900	10356000
6	3000	300	100	9004667
6	3000	300	150	9608000
6	3000	300	200	9688667
6	3000	300	250	9325333
6	3000	300	300	9800667
6	3000	300	600	11220000
6	3000	300	900	10873333
6	3000	400	100	9039333
6	3000	400	150	9716000
6	3000	400	200	9852000
6	3000	400	250	9895333
6	3000	400	300	9820000
6	3000	400	600	11178000
6	3000	400	900	11129333
6	3000	500	100	9016667
6	3000	500	150	9705333
6	3000	500	200	9918667
6	3000	500	250	9907333
6	3000	500	300	10377333
6	3000	500	600	11419333
6	3000	500	900	11188667
6	3000	600	100	8643333
6	3000	600	150	9310667
6	3000	600	200	9473333
6	3000	600	250	9543333
6	3000	600	300	9427333
6	3000	600	600	11316667
6	3000	600	900	11169333
7	1850	200	100	9789333
7	1850	200	150	9867333
7	1850	200	200	9722000
7	1850	200	250	9611333
7	1850	200	300	9632000
7	1850	200	600	11610667
7	1850	200	900	11364667
7	1850	300	100	10051333
7	1850	300	150	10367333
7	1850	300	200	10438000
7	1850	300	250	10256000
7	1850	300	300	10307333
7	1850	300	600	11372667
7	1850	300	900	11128000
7	1850	400	100	9918000
7	1850	400	150	10393333
7	1850	400	200	10730667
7	1850	400	250	10567333
7	1850	400	300	10367333
7	1850	400	600	11740667
7	1850	400	900	11486667
7	1850	500	100	9922667
7	1850	500	150	9887333
7	1850	500	200	10150000
7	1850	500	250	10238667
7	1850	500	300	9670000
7	1850	500	600	11536000
7	1850	500	900	11556667
7	1850	600	100	9549333
7	1850	600	150	9811333
7	1850	600	200	9998000
7	1850	600	250	9710667
7	1850	600	300	9692000
7	1850	600	600	10445333
7	1850	600	900	10953333
7	1900	200	100	9789333
7	1900	200	150	9808000
7	1900	200	200	9772000
7	1900	200	250	9620000
7	1900	200	300	9590667
7	1900	200	600	11610667
7	1900	200	900	11364667
7	1900	300	100	10051333
7	1900	300	150	10217333
7	1900	300	200	10230667
7	1900	300	250	9996000
7	1900	300	300	10104667
7	1900	300	600	11372667
7	1900	300	900	11128000
7	1900	400	100	9918000
7	1900	400	150	10287333
7	1900	400	200	10624667
7	1900	400	250	10441333
7	1900	400	300	10241333
7	1900	400	600	11740667
7	1900	400	900	11486667
7	1900	500	100	9922667
7	1900	500	150	9887333
7	1900	500	200	10150000
7	1900	500	250	10112667
7	1900	500	300	9588667
7	1900	500	600	11536000
7	1900	500	900	11556667
7	1900	600	100	9549333
7	1900	600	150	9811333
7	1900	600	200	9998000
7	1900	600	250	9584667
7	1900	600	300	9610667
7	1900	600	600	10445333
7	1900	600	900	10953333
7	2000	200	100	9901333
7	2000	200	150	9874000
7	2000	200	200	9772000
7	2000	200	250	9588667
7	2000	200	300	9590667
7	2000	200	600	11610667
7	2000	200	900	11364667
7	2000	300	100	10070667
7	2000	300	150	10284000
7	2000	300	200	10280000
7	2000	300	250	9964667
7	2000	300	300	10104667
7	2000	300	600	11372667
7	2000	300	900	11128000
7	2000	400	100	9967333
7	2000	400	150	10305333
7	2000	400	200	10708000
7	2000	400	250	10655333
7	2000	400	300	10241333
7	2000	400	600	11659333
7	2000	400	900	11486667
7	2000	500	100	9847333
7	2000	500	150	10022000
7	2000	500	200	10204000
7	2000	500	250	10326667
7	2000	500	300	9588667
7	2000	500	600	11454667
7	2000	500	900	11556667
7	2000	600	100	9474000
7	2000	600	150	9800000
7	2000	600	200	10052000
7	2000	600	250	9819333
7	2000	600	300	9610667
7	2000	600	600	10445333
7	2000	600	900	10953333
7	2100	200	100	9856667
7	2100	200	150	9792667
7	2100	200	200	9681333
7	2100	200	250	9588667
7	2100	200	300	9764000
7	2100	200	600	11610667
7	2100	200	900	11364667
7	2100	300	100	9922667
7	2100	300	150	10189333
7	2100	300	200	10280000
7	2100	300	250	9964667
7	2100	300	300	10278000
7	2100	300	600	11372667
7	2100	300	900	11128000
7	2100	400	100	10117333
7	2100	400	150	10305333
7	2100	400	200	10708000
7	2100	400	250	10655333
7	2100	400	300	10371333
7	2100	400	600	11659333
7	2100	400	900	11486667
7	2100	500	100	9996667
7	2100	500	150	10118667
7	2100	500	200	10204000
7	2100	500	250	10326667
7	2100	500	300	9718667
7	2100	500	600	11503333
7	2100	500	900	11605333
7	2100	600	100	9623333
7	2100	600	150	9800000
7	2100	600	200	10052000
7	2100	600	250	9819333
7	2100	600	300	9740667
7	2100	600	600	10527333
7	2100	600	900	11035333
7	2500	200	100	9240000
7	2500	200	150	9540000
7	2500	200	200	9602000
7	2500	200	250	9346000
7	2500	200	300	9611333
7	2500	200	600	11610667
7	2500	200	900	11364667
7	2500	300	100	9648000
7	2500	300	150	9862667
7	2500	300	200	9964000
7	2500	300	250	9801333
7	2500	300	300	10122667
7	2500	300	600	11308000
7	2500	300	900	11128000
7	2500	400	100	9855333
7	2500	400	150	9910667
7	2500	400	200	10196000
7	2500	400	250	10306667
7	2500	400	300	10170000
7	2500	400	600	11659333
7	2500	400	900	11486667
7	2500	500	100	9801333
7	2500	500	150	9534000
7	2500	500	200	9537333
7	2500	500	250	9824000
7	2500	500	300	9517333
7	2500	500	600	11503333
7	2500	500	900	11605333
7	2500	600	100	9428000
7	2500	600	150	9308667
7	2500	600	200	9584667
7	2500	600	250	9410000
7	2500	600	300	9251333
7	2500	600	600	10992667
7	2500	600	900	11276667
7	3000	200	100	8688667
7	3000	200	150	9273333
7	3000	200	200	9189333
7	3000	200	250	8748667
7	3000	200	300	9307333
7	3000	200	600	11610667
7	3000	200	900	11364667
7	3000	300	100	8899333
7	3000	300	150	9648667
7	3000	300	200	9660667
7	3000	300	250	9079333
7	3000	300	300	9801333
7	3000	300	600	11308000
7	3000	300	900	11128000
7	3000	400	100	9039333
7	3000	400	150	9532000
7	3000	400	200	10067333
7	3000	400	250	9671333
7	3000	400	300	9827333
7	3000	400	600	11659333
7	3000	400	900	11486667
7	3000	500	100	9016667
7	3000	500	150	9260667
7	3000	500	200	9474000
7	3000	500	250	9130667
7	3000	500	300	9598667
7	3000	500	600	11503333
7	3000	500	900	11605333
7	3000	600	100	8643333
7	3000	600	150	8883333
7	3000	600	200	9296000
7	3000	600	250	8888667
7	3000	600	300	9076000
7	3000	600	600	10992667
7	3000	600	900	11276667
8	1850	200	100	9968000
8	1850	200	150	10117333
8	1850	200	200	10426000
8	1850	200	250	10016000
8	1850	200	300	9991333
8	1850	200	600	11032667
8	1850	200	900	11483333
8	1850	300	100	10051333
8	1850	300	150	10037333
8	1850	300	200	10254000
8	1850	300	250	10165333
8	1850	300	300	9971333
8	1850	300	600	11438667
8	1850	300	900	11471333
8	1850	400	100	9918000
8	1850	400	150	10299333
8	1850	400	200	10692000
8	1850	400	250	10704000
8	1850	400	300	10110667
8	1850	400	600	11129333
8	1850	400	900	11464667
8	1850	500	100	9922667
8	1850	500	150	9922000
8	1850	500	200	10184667
8	1850	500	250	10328000
8	1850	500	300	9915333
8	1850	500	600	11126667
8	1850	500	900	10503333
8	1850	600	100	9549333
8	1850	600	150	9840667
8	1850	600	200	10027333
8	1850	600	250	9928000
8	1850	600	300	9677333
8	1850	600	600	9694667
8	1850	600	900	9913333
8	1900	200	100	9968000
8	1900	200	150	10058000
8	1900	200	200	10476000
8	1900	200	250	10024667
8	1900	200	300	9950000
8	1900	200	600	11032667
8	1900	200	900	11483333
8	1900	300	100	10051333
8	1900	300	150	9887333
8	1900	300	200	10046667
8	1900	300	250	9905333
8	1900	300	300	9768667
8	1900	300	600	11438667
8	1900	300	900	11471333
8	1900	400	100	9918000
8	1900	400	150	10193333
8	1900	400	200	10586000
8	1900	400	250	10578000
8	1900	400	300	9984667
8	1900	400	600	11129333
8	1900	400	900	11464667
8	1900	500	100	9922667
8	1900	500	150	9922000
8	1900	500	200	10184667
8	1900	500	250	10202000
8	1900	500	300	9834000
8	1900	500	600	11378000
8	1900	500	900	10754667
8	1900	600	100	9549333
8	1900	600	150	9840667
8	1900	600	200	10027333
8	1900	600	250	9802000
8	1900	600	300	9596000
8	1900	600	600	9694667
8	1900	600	900	10208000
8	2000	200	100	10014000
8	2000	200	150	10058000
8	2000	200	200	10476000
8	2000	200	250	9993333
8	2000	200	300	9950000
8	2000	200	600	11061333
8	2000	200	900	11512000
8	2000	300	100	10070667
8	2000	300	150	9954000
8	2000	300	200	10096000
8	2000	300	250	9874000
8	2000	300	300	9768667
8	2000	300	600	11467333
8	2000	300	900	11500000
8	2000	400	100	9967333
8	2000	400	150	10211333
8	2000	400	200	10669333
8	2000	400	250	10792000
8	2000	400	300	9984667
8	2000	400	600	11180000
8	2000	400	900	11464667
8	2000	500	100	9847333
8	2000	500	150	10056667
8	2000	500	200	10238667
8	2000	500	250	10416000
8	2000	500	300	9834000
8	2000	500	600	11296667
8	2000	500	900	10754667
8	2000	600	100	9474000
8	2000	600	150	9829333
8	2000	600	200	10081333
8	2000	600	250	10036667
8	2000	600	300	9596000
8	2000	600	600	9694667
8	2000	600	900	10383333
8	2100	200	100	9969333
8	2100	200	150	9976667
8	2100	200	200	10385333
8	2100	200	250	9993333
8	2100	200	300	10123333
8	2100	200	600	11052000
8	2100	200	900	11512000
8	2100	300	100	9922667
8	2100	300	150	9817333
8	2100	300	200	10096000
8	2100	300	250	9874000
8	2100	300	300	9942000
8	2100	300	600	11458000
8	2100	300	900	11500000
8	2100	400	100	10117333
8	2100	400	150	10066000
8	2100	400	200	10480667
8	2100	400	250	10748667
8	2100	400	300	10114667
8	2100	400	600	11180000
8	2100	400	900	11464667
8	2100	500	100	9996667
8	2100	500	150	10153333
8	2100	500	200	10238667
8	2100	500	250	10416000
8	2100	500	300	9964000
8	2100	500	600	11345333
8	2100	500	900	10803333
8	2100	600	100	9623333
8	2100	600	150	9829333
8	2100	600	200	10081333
8	2100	600	250	10036667
8	2100	600	300	9726000
8	2100	600	600	9776667
8	2100	600	900	10631333
8	2500	200	100	9352667
8	2500	200	150	9636667
8	2500	200	200	10022667
8	2500	200	250	9696667
8	2500	200	300	9774000
8	2500	200	600	11052000
8	2500	200	900	11512000
8	2500	300	100	9648000
8	2500	300	150	9532000
8	2500	300	200	9697333
8	2500	300	250	9658667
8	2500	300	300	9780000
8	2500	300	600	11393333
8	2500	300	900	11500000
8	2500	400	100	9855333
8	2500	400	150	9671333
8	2500	400	200	9968667
8	2500	400	250	10400000
8	2500	400	300	9906667
8	2500	400	600	11180000
8	2500	400	900	11464667
8	2500	500	100	9801333
8	2500	500	150	9568667
8	2500	500	200	9572000
8	2500	500	250	9913333
8	2500	500	300	9506667
8	2500	500	600	11483333
8	2500	500	900	10976667
8	2500	600	100	9428000
8	2500	600	150	9308667
8	2500	600	200	9584667
8	2500	600	250	9598000
8	2500	600	300	9390667
8	2500	600	600	10569333
8	2500	600	900	11016667
8	3000	200	100	8612000
8	3000	200	150	9238667
8	3000	200	200	9277333
8	3000	200	250	9029333
8	3000	200	300	9603333
8	3000	200	600	11052000
8	3000	200	900	11512000
8	3000	300	100	8899333
8	3000	300	150	9318000
8	3000	300	200	9262667
8	3000	300	250	8792667
8	3000	300	300	9458667
8	3000	300	600	11393333
8	3000	300	900	11500000
8	3000	400	100	9039333
8	3000	400	150	9292667
8	3000	400	200	9840000
8	3000	400	250	9764667
8	3000	400	300	9564000
8	3000	400	600	11180000
8	3000	400	900	11464667
8	3000	500	100	9016667
8	3000	500	150	9260667
8	3000	500	200	9474000
8	3000	500	250	9130667
8	3000	500	300	9553333
8	3000	500	600	11483333
8	3000	500	900	11212667
8	3000	600	100	8643333
8	3000	600	150	8883333
8	3000	600	200	9296000
8	3000	600	250	8888667
8	3000	600	300	9215333
8	3000	600	600	11136667
8	3000	600	900	11191333
20	1850	200	100	10041333
20	1850	200	150	10012667
20	1850	200	200	10263333
20	1850	200	250	9770667
20	1850	200	300	9568000
20	1850	200	600	9950000
20	1850	200	900	10154667
20	1850	300	100	10051333
20	1850	300	150	10274667
20	1850	300	200	10681333
20	1850	300	250	10434000
20	1850	300	300	10378000
20	1850	300	600	10213333
20	1850	300	900	9188000
20	1850	400	100	9918000
20	1850	400	150	10344667
20	1850	400	200	10680667
20	1850	400	250	10538000
20	1850	400	300	10478667
20	1850	400	600	10274667
20	1850	400	900	10272000
20	1850	500	100	9922667
20	1850	500	150	10032667
20	1850	500	200	10186667
20	1850	500	250	10458000
20	1850	500	300	10026667
20	1850	500	600	10386667
20	1850	500	900	10050667
20	1850	600	100	9549333
20	1850	600	150	9624667
20	1850	600	200	9702667
20	1850	600	250	9744667
20	1850	600	300	9541333
20	1850	600	600	9749333
20	1850	600	900	9641333
20	1900	200	100	10041333
20	1900	200	150	9953333
20	1900	200	200	10313333
20	1900	200	250	9751333
20	1900	200	300	9216000
20	1900	200	600	9978000
20	1900	200	900	10154667
20	1900	300	100	10051333
20	1900	300	150	10124667
20	1900	300	200	10474000
20	1900	300	250	10174000
20	1900	300	300	10175333
20	1900	300	600	10213333
20	1900	300	900	9188000
20	1900	400	100	9918000
20	1900	400	150	10238667
20	1900	400	200	10574667
20	1900	400	250	10412000
20	1900	400	300	10352667
20	1900	400	600	10274667
20	1900	400	900	10272000
20	1900	500	100	9922667
20	1900	500	150	10032667
20	1900	500	200	10186667
20	1900	500	250	10332000
20	1900	500	300	9945333
20	1900	500	600	10638000
20	1900	500	900	10302000
20	1900	600	100	9549333
20	1900	600	150	9840667
20	1900	600	200	9918667
20	1900	600	250	9834667
20	1900	600	300	9460000
20	1900	600	600	9877333
20	1900	600	900	9936000
20	2000	200	100	10087333
20	2000	200	150	10006000
20	2000	200	200	10364000
20	2000	200	250	9720000
20	2000	200	300	9216000
20	2000	200	600	9964000
20	2000	200	900	10125333
20	2000	300	100	10070667
20	2000	300	150	9972000
20	2000	300	200	10206000
20	2000	300	250	10044667
20	2000	300	300	9839333
20	2000	300	600	10137333
20	2000	300	900	9690667
20	2000	400	100	9967333
20	2000	400	150	10256667
20	2000	400	200	10670667
20	2000	400	250	10666000
20	2000	400	300	10152667
20	2000	400	600	10330667
20	2000	400	900	10366667
20	2000	500	100	9847333
20	2000	500	150	10167333
20	2000	500	200	10349333
20	2000	500	250	10682000
20	2000	500	300	10081333
20	2000	500	600	10556667
20	2000	500	900	10398000
20	2000	600	100	9474000
20	2000	600	150	9829333
20	2000	600	200	10081333
20	2000	600	250	10205333
20	2000	600	300	9596000
20	2000	600	600	9877333
20	2000	600	900	10114000
20	2100	200	100	10042667
20	2100	200	150	9937333
20	2100	200	200	10273333
20	2100	200	250	9720000
20	2100	200	300	9667333
20	2100	200	600	9656667
20	2100	200	900	10247333
20	2100	300	100	9922667
20	2100	300	150	9835333
20	2100	300	200	10206000
20	2100	300	250	10044667
20	2100	300	300	10012667
20	2100	300	600	10022000
20	2100	300	900	9690667
20	2100	400	100	10117333
20	2100	400	150	10111333
20	2100	400	200	10482000
20	2100	400	250	10622667
20	2100	400	300	10282667
20	2100	400	600	10180667
20	2100	400	900	10498667
20	2100	500	100	9996667
20	2100	500	150	10153333
20	2100	500	200	10238667
20	2100	500	250	10571333
20	2100	500	300	10100667
20	2100	500	600	10506000
20	2100	500	900	10347333
20	2100	600	100	9623333
20	2100	600	150	9829333
20	2100	600	200	10081333
20	2100	600	250	10205333
20	2100	600	300	9726000
20	2100	600	600	9959333
20	2100	600	900	10362000
20	2500	200	100	9426000
20	2500	200	150	9396667
20	2500	200	200	9710000
20	2500	200	250	9406667
20	2500	200	300	9241333
20	2500	200	600	9931333
20	2500	200	900	10280667
20	2500	300	100	9648000
20	2500	300	150	9550000
20	2500	300	200	9807333
20	2500	300	250	9818000
20	2500	300	300	9826667
20	2500	300	600	10425333
20	2500	300	900	9645333
20	2500	400	100	9855333
20	2500	400	150	9716667
20	2500	400	200	9970000
20	2500	400	250	10401333
20	2500	400	300	9932000
20	2500	400	600	10674000
20	2500	400	900	10909333
20	2500	500	100	9801333
20	2500	500	150	9568667
20	2500	500	200	9572000
20	2500	500	250	9913333
20	2500	500	300	9643333
20	2500	500	600	11176667
20	2500	500	900	10772000
20	2500	600	100	9428000
20	2500	600	150	9308667
20	2500	600	200	9584667
20	2500	600	250	9598000
20	2500	600	300	9390667
20	2500	600	600	10752000
20	2500	600	900	10804667
20	3000	200	100	8685333
20	3000	200	150	8880667
20	3000	200	200	8846667
20	3000	200	250	8704000
20	3000	200	300	9035333
20	3000	200	600	10962000
20	3000	200	900	10884667
20	3000	300	100	8899333
20	3000	300	150	9252667
20	3000	300	200	9309333
20	3000	300	250	8839333
20	3000	300	300	9410000
20	3000	300	600	10644000
20	3000	300	900	10375333
20	3000	400	100	9039333
20	3000	400	150	9254667
20	3000	400	200	9778000
20	3000	400	250	9702667
20	3000	400	300	9508667
20	3000	400	600	11033333
20	3000	400	900	10808667
20	3000	500	100	9016667
20	3000	500	150	9260667
20	3000	500	200	9474000
20	3000	500	250	9130667
20	3000	500	300	9553333
20	3000	500	600	11014000
20	3000	500	900	10928000
20	3000	600	100	8643333
20	3000	600	150	8883333
20	3000	600	200	9296000
20	3000	600	250	8888667
20	3000	600	300	9215333
20	3000	600	600	11182000
20	3000	600	900	11165333
