Feature	Gain	Cover	Frequency
ctrx_quarter	0.200728281087326	0.0296442966303689	0.0249193784813838
cpayroll_trx	0.0813504307210783	0.0201845699449257	0.00674289064790384
mpasivos_margen	0.0704674465932042	0.0177081571740221	0.0221342714746409
mtarjeta_visa_consumo	0.0398144463211856	0.015403336847388	0.0139255350337145
mcuentas_saldo	0.0360071937363806	0.0302056024613118	0.0338610378188215
mpayroll	0.0342565412403155	0.0316685862393826	0.010847258868367
mactivos_margen	0.0323992823042628	0.0275648402460391	0.0284374083846379
mcaja_ahorro	0.0270884223741604	0.0114752136056207	0.0206684256816183
mprestamos_personales	0.0246196133028301	0.0196770756040415	0.0105540897097625
mrentabilidad_annual	0.022488423056582	0.0204225935846022	0.0335678686602169
ctarjeta_visa_trx	0.0207176486208516	0.0138731087027559	0.0172969803576664
cliente_edad	0.0173242724612176	0.0251625993489636	0.034154206977426
Master_fechaalta	0.0169057703566538	0.0260629264543924	0.0303430079155673
mcuenta_corriente	0.016351868406259	0.0128067169394847	0.0216945177367341
Visa_msaldototal	0.0154276165498335	0.00795971918027335	0.0112870126062738
Master_Fvencimiento	0.0146200034252941	0.0202026330090949	0.0312225153913808
chomebanking_trx	0.014229328335468	0.0147638332788686	0.0257988859571973
Visa_fechaalta	0.0131699450968928	0.0112510227626869	0.0222808560539431
mrentabilidad	0.012402387881883	0.0147993595268471	0.0225740252125476
Visa_Fvencimiento	0.0118004670488963	0.0109666972463456	0.0255057167985928
mcomisiones_otras	0.0102882033204624	0.0176541679416346	0.0194957490472002
Visa_mpagominimo	0.010065849997398	0.0117813880977356	0.0162708883025506
Visa_msaldopesos	0.010034341499418	0.0169710819540817	0.0187628261506889
numero_de_cliente	0.00956103336180227	0.00967545699352388	0.0227206097918499
mcomisiones	0.0092858661883069	0.00898385270486099	0.0167106420404573
cliente_antiguedad	0.00870094936639957	0.0124925618168046	0.0190559953092935
Master_status	0.00819911623891898	0.0159640561286457	0.00425095279976546
mcaja_ahorro_dolares	0.00808563493008532	0.0195657422528095	0.0200820873644093
Visa_mconsumospesos	0.00788296803965854	0.00997674801515364	0.0192025798885957
Master_mfinanciacion_limite	0.00770699177374169	0.00856015498491203	0.0184696569920844
Visa_mpagospesos	0.0072261015164046	0.00913859961991403	0.0159777191439461
Visa_mfinanciacion_limite	0.00716668052361851	0.0114694503106078	0.0170038111990619
ccomisiones_otras	0.00713665689218968	0.0151378564614629	0.0118733509234829
ccomisiones_mantenimiento	0.00676754054564235	0.0221192374281762	0.00864849017883319
mtransferencias_emitidas	0.00639535053712664	0.0140268424865345	0.0139255350337145
thomebanking	0.00635103581183688	0.00322952034890606	0.00571679859278804
cprestamos_personales	0.00626985406890851	0.0072377209533775	0.00351802990325418
mtransferencias_recibidas	0.00607756959150106	0.00683042440682297	0.0140721196130167
ctransferencias_recibidas	0.00560746812837744	0.0152637469094275	0.0112870126062738
Master_mlimitecompra	0.0056031336697896	0.0106632955345608	0.0126062738199941
mcomisiones_mantenimiento	0.00557133159858856	0.0183076065087357	0.0112870126062738
Visa_cconsumos	0.00554562928131131	0.0071099464367271	0.0126062738199941
cproductos	0.00550224252024921	0.00709167452532156	0.0079155672823219
Visa_mlimitecompra	0.00523438671500501	0.0138367426222736	0.0118733509234829
mautoservicio	0.00462789176203928	0.0119218045375253	0.0130460275579009
Visa_mpagosdolares	0.00448686780084611	0.00620286956636035	0.0058633831720903
ctransferencias_emitidas	0.00434403765405073	0.0193473502533544	0.0109938434476693
ccaja_ahorro	0.00434283225227174	0.0235691926935425	0.00982116681325125
tcallcenter	0.00433736763126858	0.00363702129913877	0.00249193784813838
mtarjeta_visa_debitos_automaticos	0.00432977640183002	0.00911958563428554	0.0109938434476693
Visa_mpagado	0.00420653683137679	0.0160829301981791	0.0099677513925535
Master_mpagominimo	0.00417236456944671	0.00601034796286895	0.00571679859278804
mpagomiscuentas	0.00401954491176173	0.0119442889421245	0.0123131046613896
Master_mpagospesos	0.00371710252637567	0.0184565812416594	0.0120199355027851
mdescubierto_preacordado	0.00319617982130045	0.00792794773899182	0.00337144532395192
ccallcenter_trx	0.00299723287523897	0.00606959836819034	0.00351802990325418
mplazo_fijo_dolares	0.00281243285003357	0.019900213323677	0.00425095279976546
ctarjeta_visa_debitos_automaticos	0.00280880049052126	0.00582297199979769	0.00571679859278804
ctarjeta_debito_trx	0.00276853563383131	0.00437401653503114	0.0079155672823219
mcuenta_debitos_automaticos	0.00276675074654067	0.006159771495173	0.00600996775139255
ccuenta_debitos_automaticos	0.00270200197284289	0.00892667299767068	0.00454412195836998
cpagomiscuentas	0.00256630175431289	0.00524612260219711	0.00542362943418353
Visa_mconsumototal	0.0025096010004946	0.00405641765472961	0.00513046027557901
cmobile_app_trx	0.00235134032038079	0.00132356269532271	0.00410436822046321
mextraccion_autoservicio	0.00232136949040006	0.00320257905541097	0.00498387569627675
ccajas_consultas	0.00229461178286411	0.0130277350818486	0.00351802990325418
ctarjeta_debito	0.00213914918623184	0.00411199323740207	0.00571679859278804
Master_msaldopesos	0.00212050932956349	0.00698612668689357	0.00483729111697449
Master_msaldototal	0.00211879634770108	0.00333449941188174	0.00469070653767224
ccaja_seguridad	0.001604647018904	0.00791337731158453	0.00278510700674289
Visa_mconsumosdolares	0.00152811317126016	0.00232386541717009	0.00366461448255644
cseguro_accidentes_personales	0.00145367417864874	0.00747993931201472	0.00395778364116095
Visa_fultimo_cierre	0.00126652549462938	0.000930769922802152	0.00190559953092935
Visa_Finiciomora	0.00125734813833886	0.0106136343278808	0.00263852242744063
Visa_status	0.00124156339326394	0.00687326030807527	0.00146584579302257
Master_mconsumospesos	0.00120648260222093	0.00273324154897214	0.00351802990325418
Master_cconsumos	0.000907192147266562	0.00573635371939198	0.00293169158604515
Master_fultimo_cierre	0.000894582198562415	0.0012512660030639	0.00190559953092935
cextraccion_autoservicio	0.000865439131238868	0.00154790461923607	0.00190559953092935
tmobile_app	0.000809933402990056	0.0101739353547773	0.00219876868953386
ccajas_trx	0.000783688339746969	0.00283339046416138	0.00146584579302257
ccajas_extracciones	0.00069166600464449	0.00139809449736678	0.000732922896511287
mtarjeta_master_consumo	0.000619064661105245	0.00182106347376746	0.00146584579302257
matm	0.00046283855023666	0.00117485457589227	0.00117267663441806
active_quarter	0.000436750173056482	0.000492523993237011	0.000879507475813544
ctarjeta_master	0.000429922358687481	0.000400217958308173	0.000732922896511287
mtarjeta_visa_descuentos	0.0004293910585582	0.00604794046542024	0.00410436822046321
Master_mpagado	0.000408857582509502	0.00709183893697574	0.00175901495162709
Master_mconsumototal	0.000405528080552385	0.000900664815853571	0.00161243037232483
cplazo_fijo	0.000374127220563326	0.00248575313028459	0.000732922896511287
catm_trx	0.000362383232255773	0.00318060121644895	0.00190559953092935
mttarjeta_master_debitos_automaticos	0.000292360357179686	0.000341447457274677	0.000879507475813544
catm_trx_other	0.000273912352805046	0.0013556407421215	0.00058633831720903
ctarjeta_master_trx	0.0002645251992954	0.000341887369538575	0.00058633831720903
Master_mconsumosdolares	0.00026015844738222	0.000372734550710095	0.000732922896511287
Visa_msaldodolares	0.000192214510560519	0.000417272334761111	0.00058633831720903
minversion2	0.000189131529574963	0.00422418419537074	0.000879507475813544
ctarjeta_master_debitos_automaticos	0.000139742256159017	0.00192560262447924	0.000439753737906772
Master_mpagosdolares	0.000118854771315339	0.00013228472824491	0.000293169158604515
tpaquete1	0.000112966691548511	0.00212474957327844	0.000439753737906772
Visa_madelantodolares	7.75185130799243e-05	7.92997400154069e-05	0.000146584579302257
matm_other	4.91491650153907e-05	0.000412966526844775	0.000146584579302257
internet	4.6175834573886e-05	8.4925284723437e-05	0.000146584579302257
mcaja_ahorro_adicional	4.18397132861015e-05	0.000614193060891491	0.000146584579302257
cseguro_vida	6.06104011080372e-06	0.000105005724325007	0.000146584579302257
mforex_sell	2.4103424596311e-06	0.000210175860304199	0.000146584579302257
Visa_delinquency	1.5557147819106e-10	0.000200173410748294	0.000146584579302257
