fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia	iteracion
20220522 210018	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	50	TRUE	0.0909465142963946	0.484856610890332	6075	919	0.0157704070302207	13301000	131
20220522 210040	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	30	TRUE	0.140182946720678	0.549303548337341	8000	230	0.0157848866099535	12930000	132
20220522 210052	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	19	TRUE	0.29817095010928	0.993271138738829	8000	239	0.0214875023068524	12929000	133
20220522 210112	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	53	TRUE	0.0995967469546376	0.992990124133585	7994	1023	0.0174751909135774	13190000	134
20220522 210350	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	658	TRUE	0.0100831877574065	0.20117870709412	6605	85	0.0165243362843351	13259000	135
20220522 210639	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	563	TRUE	0.0100218974897481	0.340757171233169	7552	321	0.0162952399225088	13184000	136
20220522 210713	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	86	TRUE	0.0863619307824815	0.37358846320401	4994	672	0.0173582746946372	13131000	137
20220522 210739	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	44	TRUE	0.0916539191002811	0.360497036889871	4076	1024	0.0163538301812586	13489000	138
20220522 210754	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	41	TRUE	0.298804846259765	0.997496542115683	7993	900	0.0499003206346504	7587000	139
20220522 210834	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	65	TRUE	0.0749479526491997	0.504664223992335	1858	794	0.0148793675006476	13228000	140
20220522 210955	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	223	TRUE	0.0312907261902069	0.390453145700592	2328	83	0.0136733083135083	13654000	141
20220522 211044	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	150	TRUE	0.0383091921051984	0.699546264948083	3316	68	0.0148494402634607	13696000	142
20220522 211359	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	948	TRUE	0.0101536044350005	0.200965290114383	7666	897	0.0158877138610273	13158000	143
20220522 211422	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	58	TRUE	0.0960906900506051	0.830436400680043	4733	81	0.0160227955150041	12930000	144
20220522 211452	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	127	TRUE	0.111840765320663	0.999355742240117	6661	317	0.0162055667656845	12960000	145
20220522 211508	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	31	TRUE	0.212679426817953	0.999943219930756	4457	1024	0.0138074581871803	12357000	146
20220522 211529	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	61	TRUE	0.111132482554248	0.999491200222622	6924	1024	0.013994871423236	12657000	147
20220522 211732	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	478	TRUE	0.0100740292903612	0.859831933433656	7991	1022	0.0156647156516551	12721000	148
20220522 211822	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	194	TRUE	0.0360493116741764	0.999928828350458	7505	813	0.018213387916963	12864000	149
20220522 211919	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	430	TRUE	0.0100678050967845	0.739576423461032	637	16	0.012768435393428	13680000	150
20220522 212015	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	54	TRUE	0.0348159062734143	0.734865837996043	831	332	0.0130389045850845	13710000	151
20220522 212033	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	38	TRUE	0.222714941185975	0.200017383067894	4019	113	0.016906749016579	12887000	152
20220522 212120	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	134	TRUE	0.0365546148789144	0.20141234721536	4712	1024	0.0227080977774124	12610000	153
20220522 212500	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	667	TRUE	0.010051335738897	0.473242322852578	6713	775	0.0159524860311152	13150000	154
20220522 212530	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	58	TRUE	0.171595085496642	0.96965932858455	7999	655	0.0177394316804229	12944000	155
20220522 212550	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	19	TRUE	0.299184341179626	0.665170256337689	5659	667	0.0155759927938609	12930000	156
20220522 212618	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	28	TRUE	0.225642036485064	0.26935667398405	3448	1024	0.016083617094671	12747000	157
20220522 212646	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	31	TRUE	0.157035850285481	0.200828700334841	6330	511	0.0155832167706697	12996000	158
20220522 212657	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	30	TRUE	0.299873309395702	0.345505306112316	3960	17	0.0499648442796789	8414000	159
20220522 212741	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	48	TRUE	0.0978203856087738	0.36867336682459	3371	85	0.0151634722929535	13538000	160
