fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia	iteracion
20220524 174126	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	48	TRUE	0.108689819180756	0.491228533443063	4695	637	0.0381147321614359	9573000	1
20220524 174214	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	30	TRUE	0.134865884353523	0.72726077022031	1413	455	0.0199792634501743	12488000	2
20220524 174245	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	19	TRUE	0.241504875279963	0.606217939928174	4979	162	0.0356208176308428	9853000	3
20220524 174324	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	50	TRUE	0.145038381056394	0.203527628779411	5526	601	0.0472951708987239	7967000	4
20220524 174418	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	77	TRUE	0.0688507606196217	0.828588645812124	7331	827	0.026661861721368	11021000	5
20220524 174513	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	22	TRUE	0.214193993300316	0.942110513830557	368	492	0.0135863296095825	9862000	6
20220524 174650	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	141	TRUE	0.0511445085890591	0.876932090204209	3466	275	0.035394717065598	10042000	7
20220524 174734	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	31	TRUE	0.193560792435426	0.527481437716633	4330	881	0.0316339035804655	10228000	8
20220524 174906	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	81	TRUE	0.0623737660531187	0.350963853904977	5973	115	0.0309886137688106	11345000	9
20220524 174932	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	16	TRUE	0.291453743464081	0.693899043556303	3775	209	0.0153845111820071	12725000	10
20220524 175138	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	127	TRUE	0.0339926726587582	0.269853489436209	2557	542	0.0219782887463225	12917000	11
20220524 175210	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	12	TRUE	0.245085469669197	0.309023062307388	863	740	0.0403654974909538	7219000	12
20220524 175251	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	51	TRUE	0.261170570463873	0.590622018929571	7850	256	0.04812311627223	7355000	13
20220524 175351	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	42	TRUE	0.122890012919554	0.660409629242495	681	711	0.024831801316274	10760000	14
20220524 175428	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	44	TRUE	0.20091041319049	0.377867908664048	7002	417	0.0185078753808436	13269000	15
20220524 175518	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	106	TRUE	0.171967085746117	0.912565454142168	6414	800	0.0448042152168152	8527000	16
20220524 175617	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	102	TRUE	0.0907484731971053	0.995532052228227	6165	349	0.0111821965270792	12934000	17
20220524 180226	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	625	TRUE	0.0132560834881151	0.414058219278231	3003	965	0.042009007865272	9216000	18
20220524 180314	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	32	TRUE	0.284398264670046	0.766165339834988	1630	984	0.00993791764388637	11800000	19
20220524 180355	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	34	TRUE	0.158313290751772	0.461386234713718	2208	51	0.0279948010094813	11326000	20
20220524 180627	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	220	TRUE	0.0345308366504831	0.545943284452488	5232	323	0.010677774597672	13401000	21
20220524 180746	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	95	TRUE	0.0653028742498934	0.57018345043923	5105	108	0.0191605486937163	13260000	22
20220524 180915	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	155	TRUE	0.105998951256676	0.515025523925427	7826	990	0.00834073122345102	11506000	23
20220524 181012	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	55	TRUE	0.0971446595358536	0.526523255645834	4739	381	0.0186084600763019	13308000	24
20220524 181052	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	50	TRUE	0.143557159240324	0.223230339334644	6367	134	0.0182215283940085	13372000	25
20220524 181108	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	11	TRUE	0.298922555259075	0.462275145404719	6234	16	0.0105287602319825	12203000	26
20220524 181137	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	21	TRUE	0.299826200839127	0.351470943066323	6793	428	0.0196375959468896	12235000	27
20220524 181312	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	114	TRUE	0.0572990058234685	0.423332009334455	6856	277	0.015323783117183	13562000	28
20220524 181349	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	54	TRUE	0.128785168729296	0.736311194070359	6041	250	0.0116086510746411	13061000	29
20220524 181859	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	441	TRUE	0.0138642871717882	0.452591499735371	3171	296	0.016177279862575	14079000	30
20220524 182518	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	730	TRUE	0.0100186049012194	0.200426611632895	2904	183	0.0152451213652595	14198000	31
20220524 183052	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	314	TRUE	0.0100380848676928	0.300577223120093	1020	173	0.0148836216596298	13958000	32
20220524 183545	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	469	TRUE	0.0100368978836377	0.320454262289323	5272	394	0.015786563693794	13425000	33
20220524 184031	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	448	TRUE	0.0101188323209423	0.248137895055198	2118	214	0.0172822451490331	13530000	34
20220524 184316	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	282	TRUE	0.0232771055707826	0.371761811298967	3053	98	0.0122548423171668	13749000	35
20220524 184434	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	85	TRUE	0.0525205820675277	0.520353956293813	3348	85	0.0152516073846105	13923000	36
20220524 184959	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	529	TRUE	0.0105399961063528	0.431597708062736	3102	228	0.0146388092558896	14172000	37
20220524 185421	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	629	TRUE	0.0126331942541498	0.200284750501266	2901	728	0.0143604745208864	13967000	38
20220524 185532	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	110	TRUE	0.0396553485304604	0.21004187708038	3163	341	0.0146345617635474	14208000	39
20220524 185927	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	898	TRUE	0.0101607631965147	0.216502989494297	2919	402	0.0147933126166118	13968000	40
20220524 185949	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	68	TRUE	0.112208836058799	0.20796939677652	3237	1021	0.0149211505523327	13026000	41
20220524 190037	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	137	TRUE	0.0224630531401442	0.709726107848749	2932	873	0.0155642706173777	13863000	42
20220524 190142	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	168	TRUE	0.0207779678385147	0.201405739784759	1276	1021	0.0154099217329133	13544000	43
20220524 190153	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	32	TRUE	0.184574478872807	0.869034495528366	7998	156	0.0204586854613087	12723000	44
20220524 190238	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	116	TRUE	0.0244696148922229	0.841448389120947	3229	243	0.015580661552099	13809000	45
20220524 190319	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	119	TRUE	0.038308069342534	0.299722319764538	2745	700	0.0155146915768863	14123000	46
20220524 190432	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	205	TRUE	0.0371414048658176	0.225348196103601	2990	237	0.0150460695882362	13796000	47
