fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia	iteracion
20220524 190552	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	149	TRUE	0.0584519204688583	0.202242339980283	3384	522	0.013966978978047	13772000	48
20220524 190700	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	90	TRUE	0.0461989735308633	0.632857192234096	3589	357	0.0147046497523718	13579000	49
20220524 190840	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	158	TRUE	0.0337385875048794	0.25712803102952	2164	854	0.0162383033096014	13577000	50
20220524 191318	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	339	TRUE	0.0105728095617964	0.389840639642207	1382	750	0.0137897740297949	14118000	51
20220524 191442	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	67	TRUE	0.0417408409147207	0.208820705066696	428	315	0.0142728621075536	12922000	52
20220524 191944	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	443	TRUE	0.0100707780421678	0.424827424453308	2553	660	0.0147316512074722	13843000	53
20220524 192416	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	303	TRUE	0.0104042295566797	0.695214050326352	1142	952	0.012311895099846	13682000	54
20220524 192439	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	49	TRUE	0.0576638721453423	0.483829607301613	2754	757	0.0144155681092899	13742000	55
20220524 192536	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	204	TRUE	0.0145746653573624	0.981232369498066	2244	1021	0.0166193768069601	13749000	56
20220524 192549	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	73	TRUE	0.147681802489676	0.200364273963383	7883	340	0.0133151987607022	13121000	57
20220524 192715	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	500	TRUE	0.0102164882925523	0.932817524143184	3372	152	0.0146303604004152	13712000	58
20220524 192748	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	127	TRUE	0.0438929504886445	0.341627614751594	1956	337	0.01512667306176	13717000	59
20220524 192945	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	868	TRUE	0.0100088063583302	0.725023059122625	1408	35	0.00853405065043369	12793000	60
20220524 193126	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	510	TRUE	0.0110243083055623	0.203838970967428	1348	705	0.00957198906634373	12996000	61
20220524 193145	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	80	TRUE	0.0891512659890538	0.347424839010398	4199	16	0.0148090442834508	13520000	62
20220524 193302	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	354	TRUE	0.0157525988302738	0.40569139614224	4021	25	0.0150031923525062	14156000	63
20220524 193406	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	111	TRUE	0.0168576274569981	0.996783930511889	818	772	0.0145145697209283	13039000	64
20220524 193528	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	433	TRUE	0.0100353142803469	0.876179240547224	3644	954	0.0120166343529764	13681000	65
20220524 193715	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	371	TRUE	0.010224022049328	0.739119427166824	1164	99	0.017045480923732	13558000	66
20220524 193913	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	395	TRUE	0.0105935439705052	0.350792281106168	1159	1024	0.0141853613932934	14018000	67
20220524 195545	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	247	TRUE	0.0227397846434121	0.460467527813801	3140	1024	0.0136902076773344	14041000	68
20220524 195823	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	432	TRUE	0.0102836792886898	0.359575574893069	1282	1024	0.014629086069889	13975000	69
20220524 195859	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	139	TRUE	0.0409262422303598	0.301059412551345	3667	735	0.0138387319928733	13822000	70
20220524 200055	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	307	TRUE	0.011307541005255	0.381719195812787	1563	735	0.0156911480961991	13928000	71
20220524 200107	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	47	TRUE	0.116255541329113	0.212481031555301	3254	293	0.0155646017135837	13195000	72
20220524 200157	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	315	TRUE	0.0222522500043796	0.210946660916646	3338	339	0.0146745863302641	13970000	73
20220524 200231	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	215	TRUE	0.0400460161260358	0.20673906789259	3541	428	0.015849815797664	13653000	74
20220524 200348	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	513	TRUE	0.010028943641943	0.939178268659309	5151	22	0.0162294090238743	13461000	75
20220524 200415	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	214	TRUE	0.059493547120067	0.201731347368993	5761	16	0.0125435129310357	13446000	76
20220524 200424	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	22	TRUE	0.133734907622113	0.885030083178072	5726	18	0.0176788586930297	13236000	77
20220524 200438	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	41	TRUE	0.155109664074642	0.419960401944376	5991	636	0.0198432248583568	13105000	78
20220524 200451	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	34	TRUE	0.176222990313431	0.474455997908904	5140	17	0.0162973101697747	13089000	79
20220524 200457	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	14	TRUE	0.266610496307119	0.82849202759521	7997	1024	0.016010212793284	13016000	80
20220524 200508	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	38	TRUE	0.25594992762641	0.200599915383041	5611	1024	0.0149956854361056	13025000	81
20220524 200721	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	598	TRUE	0.0102398414355465	0.441128184989278	2557	71	0.0153590334341443	13668000	82
20220524 200932	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	659	TRUE	0.0103560597934187	0.412501039201127	3953	169	0.0148979567945306	13917000	83
20220524 200948	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	66	TRUE	0.15010925969438	0.344878294560653	6252	349	0.0205547672548079	12669000	84
20220524 200956	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	23	TRUE	0.1884955834313	0.730676249569428	6038	1024	0.0168883558646965	13476000	85
20220524 201041	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	136	TRUE	0.0442045949382402	0.533976949684706	2964	181	0.0143691665152671	13825000	86
20220524 201120	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	101	TRUE	0.0366825376565248	0.422566061157291	3154	347	0.0139542488570548	13786000	87
20220524 201206	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	227	TRUE	0.0193634038620188	0.647861194228785	6580	17	0.013464141774057	13549000	88
20220524 201218	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	44	TRUE	0.174824039604039	0.244262618631856	6483	764	0.0140906128642027	12949000	89
20220524 201238	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	53	TRUE	0.144592048194019	0.526555007132248	4561	924	0.0158404788365784	13062000	90
20220524 201246	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	19	TRUE	0.229175649106993	0.912534506892232	6773	794	0.0166614247398778	13332000	91
20220524 201306	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	52	TRUE	0.0989337387605912	0.511401639757241	6931	21	0.0164214083176754	13625000	92
20220524 201315	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	24	TRUE	0.252110356600406	0.682468065658001	6268	73	0.0162481539427791	12957000	93
20220524 201355	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	198	TRUE	0.0440586973325757	0.202702715088226	2823	841	0.0141444014123223	13905000	94
20220524 201411	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	36	TRUE	0.0782690283820838	0.897273024763007	2940	244	0.016400890472931	13500000	95
20220524 201420	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	20	TRUE	0.161947214494525	0.993167694781168	6758	569	0.0160758682344385	13210000	96
20220524 201429	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	21	TRUE	0.20710225792508	0.763605022244546	8000	1020	0.0164219285649872	13441000	97
20220524 201440	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	23	TRUE	0.238693921772007	0.357560788065439	7996	606	0.0125779680672054	12627000	98
20220524 201608	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	561	TRUE	0.0159344940026791	0.257264075691246	4839	16	0.0133595114142503	14057000	99
20220524 201655	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	263	TRUE	0.0194015459816438	0.815921907372103	5823	1004	0.0131818243970674	13606000	100
20220524 201815	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	329	TRUE	0.0161832354063154	0.372740462124581	5729	20	0.0200291026297231	12978000	101
20220524 201829	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	51	TRUE	0.0736568609509798	0.846725191043157	6452	16	0.0152295323429613	13357000	102
20220524 201853	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	90	TRUE	0.0851029536071423	0.256673435309434	2345	628	0.0174303443328283	13792000	103
20220524 201922	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	106	TRUE	0.0656388258518957	0.351777684534991	3134	39	0.0147469762747926	13838000	104
20220524 201956	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	118	TRUE	0.0532838165493225	0.366130217168175	2472	659	0.0185626645854069	12997000	105
20220524 202107	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	258	TRUE	0.014177612675427	0.623873923757164	3108	649	0.0169701664620034	13839000	106
20220524 202157	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	266	TRUE	0.0314105320709435	0.232934239199842	2871	809	0.0130150029545682	13716000	107
20220524 202221	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	55	TRUE	0.0920214298693754	0.472148492256441	2256	627	0.0143590962423463	13394000	108
20220524 202237	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	54	TRUE	0.0857629541777375	0.205329109512411	6055	344	0.0159060561870071	13341000	109
20220524 202257	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	47	TRUE	0.124563985037573	0.446201074280791	7774	245	0.0166828468781795	12866000	110
20220524 202305	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	13	TRUE	0.201768950917558	0.982603636698548	6901	125	0.0134894257349261	12842000	111
20220524 202323	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	51	TRUE	0.0895904286651417	0.308240608933286	3064	19	0.0196055898380131	12891000	112
20220524 202339	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	40	TRUE	0.15335689457827	0.454095736799671	5787	18	0.0140804820133492	13124000	113
20220524 202347	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	16	TRUE	0.274847452404683	0.979831089657702	5605	721	0.0145472329303368	12842000	114
20220524 202431	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	189	TRUE	0.0423983621776709	0.553189036243274	7996	176	0.00968460035573318	12537000	115
20220524 202443	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	37	TRUE	0.214592893227419	0.257071596695279	5994	1022	0.0173230104328533	13134000	116
20220524 202506	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	125	TRUE	0.0534014155380856	0.830181995260593	5180	18	0.0147668556122521	13778000	117
20220524 202528	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	56	TRUE	0.0791253983823588	0.382363534183958	3129	677	0.0154130126642945	13197000	118
20220524 202546	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	34	TRUE	0.0847754371943386	0.20035000873134	1317	328	0.0161092306350796	12773000	119
20220524 202602	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	54	TRUE	0.102930147938403	0.859187652845566	2527	718	0.0175887254568245	12928000	120
20220524 202640	binary	custom	TRUE	TRUE	FALSE	-100	999983	-1	0	0	0	31	140	TRUE	0.0404866358594649	0.319642167927372	2913	661	0.0143218647225254	13955000	121
