cp = (-0.01, -0.05, -0.1)
min_split = (10,20,50,100,200,400,600,800,1000,1200)
min_bucket = (2400, 2000, 1600, 1200, 800, 400, 200, 100, 40, 20)
max_deptch = (4, 6, 8, 10, 12, 14 )


max_depth	min_split	min_bucket	cp	ganancia_promedio
4	600	20	-0.01	9080000
4	800	20	-0.01	9110667
4	1000	20	-0.01	9110667
4	1200	20	-0.01	9078667
4	10	2400	-0.05	8789333
4	20	2400	-0.05	8789333
4	50	2400	-0.05	8789333
4	100	2400	-0.05	8789333
4	200	2400	-0.05	8789333
4	400	2400	-0.05	8789333
4	600	2400	-0.05	8789333
4	800	2400	-0.05	8789333
4	1000	2400	-0.05	8789333
4	1200	2400	-0.05	8789333
4	10	2000	-0.05	8563333
4	20	2000	-0.05	8563333
4	50	2000	-0.05	8563333
4	100	2000	-0.05	8563333
4	200	2000	-0.05	8563333
4	400	2000	-0.05	8563333
4	600	2000	-0.05	8563333
4	800	2000	-0.05	8563333
4	1000	2000	-0.05	8563333
4	1200	2000	-0.05	8563333
4	10	1600	-0.05	8484000
4	20	1600	-0.05	8484000
4	50	1600	-0.05	8484000
4	100	1600	-0.05	8484000
4	200	1600	-0.05	8484000
4	400	1600	-0.05	8484000
4	600	1600	-0.05	8484000
4	800	1600	-0.05	8484000
4	1000	1600	-0.05	8484000
4	1200	1600	-0.05	8484000
4	10	1200	-0.05	8802667
4	20	1200	-0.05	8802667
4	50	1200	-0.05	8802667
4	100	1200	-0.05	8802667
4	200	1200	-0.05	8802667
4	400	1200	-0.05	8802667
4	600	1200	-0.05	8802667
4	800	1200	-0.05	8802667
4	1000	1200	-0.05	8802667
4	1200	1200	-0.05	8802667
4	10	800	-0.05	9078667
4	20	800	-0.05	9078667
4	50	800	-0.05	9078667
4	100	800	-0.05	9078667
4	200	800	-0.05	9078667
4	400	800	-0.05	9078667
4	600	800	-0.05	9078667
4	800	800	-0.05	9078667
4	1000	800	-0.05	9078667
4	1200	800	-0.05	9078667
4	10	400	-0.05	9460000
4	20	400	-0.05	9460000
4	50	400	-0.05	9460000
4	100	400	-0.05	9460000
4	200	400	-0.05	9460000
4	400	400	-0.05	9460000
4	600	400	-0.05	9460000
4	800	400	-0.05	9460000
4	1000	400	-0.05	9460000
4	1200	400	-0.05	9442667
4	10	200	-0.05	9292667
4	20	200	-0.05	9292667
4	50	200	-0.05	9292667
4	100	200	-0.05	9292667
4	200	200	-0.05	9292667
4	400	200	-0.05	9292667
4	600	200	-0.05	9292667
4	800	200	-0.05	9364000
4	1000	200	-0.05	9364000
4	1200	200	-0.05	9361333
4	10	100	-0.05	9289333
4	20	100	-0.05	9289333
4	50	100	-0.05	9289333
4	100	100	-0.05	9289333
4	200	100	-0.05	9289333
4	400	100	-0.05	9289333
4	600	100	-0.05	9289333
4	800	100	-0.05	9352000
4	1000	100	-0.05	9352000
4	1200	100	-0.05	9349333
4	10	40	-0.05	9284000
4	20	40	-0.05	9284000
4	50	40	-0.05	9284000
4	100	40	-0.05	9284000
4	200	40	-0.05	9284000
4	400	40	-0.05	9284000
4	600	40	-0.05	9284000
4	800	40	-0.05	9314667
4	1000	40	-0.05	9314667
4	1200	40	-0.05	9314667
4	10	20	-0.05	9080000
4	20	20	-0.05	9080000
4	50	20	-0.05	9080000
4	100	20	-0.05	9080000
4	200	20	-0.05	9080000
4	400	20	-0.05	9080000
4	600	20	-0.05	9080000
4	800	20	-0.05	9110667
4	1000	20	-0.05	9110667
4	1200	20	-0.05	9078667
4	10	2400	-0.1	8789333
4	20	2400	-0.1	8789333
4	50	2400	-0.1	8789333
4	100	2400	-0.1	8789333
4	200	2400	-0.1	8789333
4	400	2400	-0.1	8789333
4	600	2400	-0.1	8789333
4	800	2400	-0.1	8789333
4	1000	2400	-0.1	8789333
4	1200	2400	-0.1	8789333
4	10	2000	-0.1	8563333
4	20	2000	-0.1	8563333
4	50	2000	-0.1	8563333
4	100	2000	-0.1	8563333
4	200	2000	-0.1	8563333
4	400	2000	-0.1	8563333
4	600	2000	-0.1	8563333
4	800	2000	-0.1	8563333
4	1000	2000	-0.1	8563333
4	1200	2000	-0.1	8563333
4	10	1600	-0.1	8484000
4	20	1600	-0.1	8484000
4	50	1600	-0.1	8484000
4	100	1600	-0.1	8484000
4	200	1600	-0.1	8484000
4	400	1600	-0.1	8484000
4	600	1600	-0.1	8484000
4	800	1600	-0.1	8484000
4	1000	1600	-0.1	8484000
4	1200	1600	-0.1	8484000
4	10	1200	-0.1	8802667
4	20	1200	-0.1	8802667
4	50	1200	-0.1	8802667
4	100	1200	-0.1	8802667
4	200	1200	-0.1	8802667
4	400	1200	-0.1	8802667
4	600	1200	-0.1	8802667
4	800	1200	-0.1	8802667
4	1000	1200	-0.1	8802667
4	1200	1200	-0.1	8802667
4	10	800	-0.1	9078667
4	20	800	-0.1	9078667
4	50	800	-0.1	9078667
4	100	800	-0.1	9078667
4	200	800	-0.1	9078667
4	400	800	-0.1	9078667
4	600	800	-0.1	9078667
4	800	800	-0.1	9078667
4	1000	800	-0.1	9078667
4	1200	800	-0.1	9078667
4	10	400	-0.1	9460000
4	20	400	-0.1	9460000
4	50	400	-0.1	9460000
4	100	400	-0.1	9460000
4	200	400	-0.1	9460000
4	400	400	-0.1	9460000
4	600	400	-0.1	9460000
4	800	400	-0.1	9460000
4	1000	400	-0.1	9460000
4	1200	400	-0.1	9442667
4	10	200	-0.1	9292667
4	20	200	-0.1	9292667
4	50	200	-0.1	9292667
4	100	200	-0.1	9292667
4	200	200	-0.1	9292667
4	400	200	-0.1	9292667
4	600	200	-0.1	9292667
4	800	200	-0.1	9364000
4	1000	200	-0.1	9364000
4	1200	200	-0.1	9361333
4	10	100	-0.1	9289333
4	20	100	-0.1	9289333
4	50	100	-0.1	9289333
4	100	100	-0.1	9289333
4	200	100	-0.1	9289333
4	400	100	-0.1	9289333
4	600	100	-0.1	9289333
4	800	100	-0.1	9352000
4	1000	100	-0.1	9352000
4	1200	100	-0.1	9349333
4	10	40	-0.1	9284000
4	20	40	-0.1	9284000
4	50	40	-0.1	9284000
4	100	40	-0.1	9284000
4	200	40	-0.1	9284000
4	400	40	-0.1	9284000
4	600	40	-0.1	9284000
4	800	40	-0.1	9314667
4	1000	40	-0.1	9314667
4	1200	40	-0.1	9314667
4	10	20	-0.1	9080000
4	20	20	-0.1	9080000
4	50	20	-0.1	9080000
4	100	20	-0.1	9080000
4	200	20	-0.1	9080000
4	400	20	-0.1	9080000
4	600	20	-0.1	9080000
4	800	20	-0.1	9110667
4	1000	20	-0.1	9110667
4	1200	20	-0.1	9078667
6	10	2400	-0.01	8789333
6	20	2400	-0.01	8789333
6	50	2400	-0.01	8789333
6	100	2400	-0.01	8789333
6	200	2400	-0.01	8789333
6	400	2400	-0.01	8789333
6	600	2400	-0.01	8789333
6	800	2400	-0.01	8789333
6	1000	2400	-0.01	8789333
6	1200	2400	-0.01	8789333
6	10	2000	-0.01	8506667
6	20	2000	-0.01	8506667
6	50	2000	-0.01	8506667
6	100	2000	-0.01	8506667
6	200	2000	-0.01	8506667
6	400	2000	-0.01	8506667
6	600	2000	-0.01	8506667
6	800	2000	-0.01	8506667
6	1000	2000	-0.01	8506667
6	1200	2000	-0.01	8506667
6	10	1600	-0.01	8541333
6	20	1600	-0.01	8541333
6	50	1600	-0.01	8541333
6	100	1600	-0.01	8541333
6	200	1600	-0.01	8541333
6	400	1600	-0.01	8541333
6	600	1600	-0.01	8541333
6	800	1600	-0.01	8541333
6	1000	1600	-0.01	8541333
6	1200	1600	-0.01	8541333
6	10	1200	-0.01	8830667
6	20	1200	-0.01	8830667
6	50	1200	-0.01	8830667
6	100	1200	-0.01	8830667
6	200	1200	-0.01	8830667
6	400	1200	-0.01	8830667
6	600	1200	-0.01	8830667
6	800	1200	-0.01	8830667
6	1000	1200	-0.01	8830667
6	1200	1200	-0.01	8830667
6	10	800	-0.01	9020000
6	20	800	-0.01	9020000
6	50	800	-0.01	9020000
6	100	800	-0.01	9020000
6	200	800	-0.01	9020000
6	400	800	-0.01	9020000
6	600	800	-0.01	9020000
6	800	800	-0.01	9020000
6	1000	800	-0.01	9020000
6	1200	800	-0.01	9020000
6	10	400	-0.01	9470667
6	20	400	-0.01	9470667
6	50	400	-0.01	9470667
6	100	400	-0.01	9470667
6	200	400	-0.01	9470667
6	400	400	-0.01	9470667
6	600	400	-0.01	9470667
6	800	400	-0.01	9470667
6	1000	400	-0.01	9415333
6	1200	400	-0.01	9560000
6	10	200	-0.01	9691333
6	20	200	-0.01	9691333
6	50	200	-0.01	9691333
6	100	200	-0.01	9691333
6	200	200	-0.01	9691333
6	400	200	-0.01	9691333
6	600	200	-0.01	9774000
6	800	200	-0.01	9615333
6	1000	200	-0.01	9741333
6	1200	200	-0.01	10081333
6	10	100	-0.01	9542000
6	20	100	-0.01	9542000
6	50	100	-0.01	9542000
6	100	100	-0.01	9542000
6	200	100	-0.01	9542000
6	400	100	-0.01	9502667
6	600	100	-0.01	9581333
6	800	100	-0.01	9497333
6	1000	100	-0.01	9776667
6	1200	100	-0.01	10148667
6	10	40	-0.01	9655333
6	20	40	-0.01	9655333
6	50	40	-0.01	9655333
6	100	40	-0.01	9682000
6	200	40	-0.01	9622667
6	400	40	-0.01	9710667
6	600	40	-0.01	9906667
6	800	40	-0.01	9740667
6	1000	40	-0.01	9903333
6	1200	40	-0.01	10143333
6	10	20	-0.01	9421333
6	20	20	-0.01	9421333
6	50	20	-0.01	9499333
6	100	20	-0.01	9476667
6	200	20	-0.01	9446000
6	400	20	-0.01	9540667
6	600	20	-0.01	9757333
6	800	20	-0.01	9691333
6	1000	20	-0.01	9836000
6	1200	20	-0.01	10071333
6	10	2400	-0.05	8789333
6	20	2400	-0.05	8789333
6	50	2400	-0.05	8789333
6	100	2400	-0.05	8789333
6	200	2400	-0.05	8789333
6	400	2400	-0.05	8789333
6	600	2400	-0.05	8789333
6	800	2400	-0.05	8789333
6	1000	2400	-0.05	8789333
6	1200	2400	-0.05	8789333
6	10	2000	-0.05	8506667
6	20	2000	-0.05	8506667
6	50	2000	-0.05	8506667
6	100	2000	-0.05	8506667
6	200	2000	-0.05	8506667
6	400	2000	-0.05	8506667
6	600	2000	-0.05	8506667
6	800	2000	-0.05	8506667
6	1000	2000	-0.05	8506667
6	1200	2000	-0.05	8506667
6	10	1600	-0.05	8541333
6	20	1600	-0.05	8541333
6	50	1600	-0.05	8541333
6	100	1600	-0.05	8541333
6	200	1600	-0.05	8541333
6	400	1600	-0.05	8541333
6	600	1600	-0.05	8541333
6	800	1600	-0.05	8541333
6	1000	1600	-0.05	8541333
6	1200	1600	-0.05	8541333
6	10	1200	-0.05	8830667
6	20	1200	-0.05	8830667
6	50	1200	-0.05	8830667
6	100	1200	-0.05	8830667
6	200	1200	-0.05	8830667
6	400	1200	-0.05	8830667
6	600	1200	-0.05	8830667
6	800	1200	-0.05	8830667
6	1000	1200	-0.05	8830667
6	1200	1200	-0.05	8830667
6	10	800	-0.05	9020000
6	20	800	-0.05	9020000
6	50	800	-0.05	9020000
6	100	800	-0.05	9020000
6	200	800	-0.05	9020000
6	400	800	-0.05	9020000
6	600	800	-0.05	9020000
6	800	800	-0.05	9020000
6	1000	800	-0.05	9020000
6	1200	800	-0.05	9020000
6	10	400	-0.05	9470667
6	20	400	-0.05	9470667
6	50	400	-0.05	9470667
6	100	400	-0.05	9470667
6	200	400	-0.05	9470667
6	400	400	-0.05	9470667
6	600	400	-0.05	9470667
6	800	400	-0.05	9470667
6	1000	400	-0.05	9415333
6	1200	400	-0.05	9560000
6	10	200	-0.05	9691333
6	20	200	-0.05	9691333
6	50	200	-0.05	9691333
6	100	200	-0.05	9691333
6	200	200	-0.05	9691333
6	400	200	-0.05	9691333
6	600	200	-0.05	9774000
6	800	200	-0.05	9615333
6	1000	200	-0.05	9741333
6	1200	200	-0.05	10081333
6	10	100	-0.05	9542000
6	20	100	-0.05	9542000
6	50	100	-0.05	9542000
6	100	100	-0.05	9542000
6	200	100	-0.05	9542000
6	400	100	-0.05	9502667
6	600	100	-0.05	9581333
6	800	100	-0.05	9497333
6	1000	100	-0.05	9776667
6	1200	100	-0.05	10148667
6	10	40	-0.05	9655333
6	20	40	-0.05	9655333
6	50	40	-0.05	9655333
6	100	40	-0.05	9682000
6	200	40	-0.05	9622667
6	400	40	-0.05	9710667
6	600	40	-0.05	9906667
6	800	40	-0.05	9740667
6	1000	40	-0.05	9903333
6	1200	40	-0.05	10143333
6	10	20	-0.05	9421333
6	20	20	-0.05	9421333
6	50	20	-0.05	9499333
6	100	20	-0.05	9476667
6	200	20	-0.05	9446000
6	400	20	-0.05	9540667
6	600	20	-0.05	9757333
6	800	20	-0.05	9691333
6	1000	20	-0.05	9836000
6	1200	20	-0.05	10071333
6	10	2400	-0.1	8789333
6	20	2400	-0.1	8789333
6	50	2400	-0.1	8789333
6	100	2400	-0.1	8789333
6	200	2400	-0.1	8789333
6	400	2400	-0.1	8789333
6	600	2400	-0.1	8789333
6	800	2400	-0.1	8789333
6	1000	2400	-0.1	8789333
6	1200	2400	-0.1	8789333
6	10	2000	-0.1	8506667
6	20	2000	-0.1	8506667
6	50	2000	-0.1	8506667
6	100	2000	-0.1	8506667
6	200	2000	-0.1	8506667
6	400	2000	-0.1	8506667
6	600	2000	-0.1	8506667
6	800	2000	-0.1	8506667
6	1000	2000	-0.1	8506667
6	1200	2000	-0.1	8506667
6	10	1600	-0.1	8541333
6	20	1600	-0.1	8541333
6	50	1600	-0.1	8541333
6	100	1600	-0.1	8541333
6	200	1600	-0.1	8541333
6	400	1600	-0.1	8541333
6	600	1600	-0.1	8541333
6	800	1600	-0.1	8541333
6	1000	1600	-0.1	8541333
6	1200	1600	-0.1	8541333
6	10	1200	-0.1	8830667
6	20	1200	-0.1	8830667
6	50	1200	-0.1	8830667
6	100	1200	-0.1	8830667
6	200	1200	-0.1	8830667
6	400	1200	-0.1	8830667
6	600	1200	-0.1	8830667
6	800	1200	-0.1	8830667
6	1000	1200	-0.1	8830667
6	1200	1200	-0.1	8830667
6	10	800	-0.1	9020000
6	20	800	-0.1	9020000
6	50	800	-0.1	9020000
6	100	800	-0.1	9020000
6	200	800	-0.1	9020000
6	400	800	-0.1	9020000
6	600	800	-0.1	9020000
6	800	800	-0.1	9020000
6	1000	800	-0.1	9020000
6	1200	800	-0.1	9020000
6	10	400	-0.1	9470667
6	20	400	-0.1	9470667
6	50	400	-0.1	9470667
6	100	400	-0.1	9470667
6	200	400	-0.1	9470667
6	400	400	-0.1	9470667
6	600	400	-0.1	9470667
6	800	400	-0.1	9470667
6	1000	400	-0.1	9415333
6	1200	400	-0.1	9560000
6	10	200	-0.1	9691333
6	20	200	-0.1	9691333
6	50	200	-0.1	9691333
6	100	200	-0.1	9691333
6	200	200	-0.1	9691333
6	400	200	-0.1	9691333
6	600	200	-0.1	9774000
6	800	200	-0.1	9615333
6	1000	200	-0.1	9741333
6	1200	200	-0.1	10081333
6	10	100	-0.1	9542000
6	20	100	-0.1	9542000
6	50	100	-0.1	9542000
6	100	100	-0.1	9542000
6	200	100	-0.1	9542000
6	400	100	-0.1	9502667
6	600	100	-0.1	9581333
6	800	100	-0.1	9497333
6	1000	100	-0.1	9776667
6	1200	100	-0.1	10148667
6	10	40	-0.1	9655333
6	20	40	-0.1	9655333
6	50	40	-0.1	9655333
6	100	40	-0.1	9682000
6	200	40	-0.1	9622667
6	400	40	-0.1	9710667
6	600	40	-0.1	9906667
6	800	40	-0.1	9740667
6	1000	40	-0.1	9903333
6	1200	40	-0.1	10143333
6	10	20	-0.1	9421333
6	20	20	-0.1	9421333
6	50	20	-0.1	9499333
6	100	20	-0.1	9476667
6	200	20	-0.1	9446000
6	400	20	-0.1	9540667
6	600	20	-0.1	9757333
6	800	20	-0.1	9691333
6	1000	20	-0.1	9836000
6	1200	20	-0.1	10071333
8	10	2400	-0.01	8789333
8	20	2400	-0.01	8789333
8	50	2400	-0.01	8789333
8	100	2400	-0.01	8789333
8	200	2400	-0.01	8789333
8	400	2400	-0.01	8789333
8	600	2400	-0.01	8789333
8	800	2400	-0.01	8789333
8	1000	2400	-0.01	8789333
8	1200	2400	-0.01	8789333
8	10	2000	-0.01	8506667
8	20	2000	-0.01	8506667
8	50	2000	-0.01	8506667
8	100	2000	-0.01	8506667
8	200	2000	-0.01	8506667
8	400	2000	-0.01	8506667
8	600	2000	-0.01	8506667
8	800	2000	-0.01	8506667
8	1000	2000	-0.01	8506667
8	1200	2000	-0.01	8506667
8	10	1600	-0.01	8541333
8	20	1600	-0.01	8541333
8	50	1600	-0.01	8541333
8	100	1600	-0.01	8541333
8	200	1600	-0.01	8541333
8	400	1600	-0.01	8541333
8	600	1600	-0.01	8541333
8	800	1600	-0.01	8541333
8	1000	1600	-0.01	8541333
8	1200	1600	-0.01	8541333
8	10	1200	-0.01	8830667
8	20	1200	-0.01	8830667
8	50	1200	-0.01	8830667
8	100	1200	-0.01	8830667
8	200	1200	-0.01	8830667
8	400	1200	-0.01	8830667
8	600	1200	-0.01	8830667
8	800	1200	-0.01	8830667
8	1000	1200	-0.01	8830667
8	1200	1200	-0.01	8830667
8	10	800	-0.01	9020000
8	20	800	-0.01	9020000
8	50	800	-0.01	9020000
8	100	800	-0.01	9020000
8	200	800	-0.01	9020000
8	400	800	-0.01	9020000
8	600	800	-0.01	9020000
8	800	800	-0.01	9020000
8	1000	800	-0.01	9020000
8	1200	800	-0.01	9020000
8	10	400	-0.01	9034667
8	20	400	-0.01	9034667
8	50	400	-0.01	9034667
8	100	400	-0.01	9034667
8	200	400	-0.01	9034667
8	400	400	-0.01	9034667
8	600	400	-0.01	9034667
8	800	400	-0.01	9034667
8	1000	400	-0.01	9254667
8	1200	400	-0.01	9460000
8	10	200	-0.01	8903333
8	20	200	-0.01	8903333
8	50	200	-0.01	8903333
8	100	200	-0.01	8903333
8	200	200	-0.01	8903333
8	400	200	-0.01	8903333
8	600	200	-0.01	9192000
8	800	200	-0.01	8901333
8	1000	200	-0.01	9130000
8	1200	200	-0.01	9616000
8	10	100	-0.01	7821333
8	20	100	-0.01	7821333
8	50	100	-0.01	7821333
8	100	100	-0.01	7821333
8	200	100	-0.01	7821333
8	400	100	-0.01	7983333
8	600	100	-0.01	8616000
8	800	100	-0.01	8673333
8	1000	100	-0.01	9096000
8	1200	100	-0.01	9502000
8	10	40	-0.01	8138667
8	20	40	-0.01	8138667
8	50	40	-0.01	8138667
8	100	40	-0.01	8132667
8	200	40	-0.01	7896000
8	400	40	-0.01	8080000
8	600	40	-0.01	8828000
8	800	40	-0.01	8653333
8	1000	40	-0.01	8974000
8	1200	40	-0.01	9072000
8	10	20	-0.01	8726667
8	20	20	-0.01	8726667
8	50	20	-0.01	8851333
8	100	20	-0.01	8918000
8	200	20	-0.01	8639333
8	400	20	-0.01	8635333
8	600	20	-0.01	9144667
8	800	20	-0.01	8869333
8	1000	20	-0.01	8978000
8	1200	20	-0.01	9102000
8	10	2400	-0.05	8789333
8	20	2400	-0.05	8789333
8	50	2400	-0.05	8789333
8	100	2400	-0.05	8789333
8	200	2400	-0.05	8789333
8	400	2400	-0.05	8789333
8	600	2400	-0.05	8789333
8	800	2400	-0.05	8789333
8	1000	2400	-0.05	8789333
8	1200	2400	-0.05	8789333
8	10	2000	-0.05	8506667
8	20	2000	-0.05	8506667
8	50	2000	-0.05	8506667
8	100	2000	-0.05	8506667
8	200	2000	-0.05	8506667
8	400	2000	-0.05	8506667
8	600	2000	-0.05	8506667
8	800	2000	-0.05	8506667
8	1000	2000	-0.05	8506667
8	1200	2000	-0.05	8506667
8	10	1600	-0.05	8541333
8	20	1600	-0.05	8541333
8	50	1600	-0.05	8541333
8	100	1600	-0.05	8541333
8	200	1600	-0.05	8541333
8	400	1600	-0.05	8541333
8	600	1600	-0.05	8541333
8	800	1600	-0.05	8541333
8	1000	1600	-0.05	8541333
8	1200	1600	-0.05	8541333
8	10	1200	-0.05	8830667
8	20	1200	-0.05	8830667
8	50	1200	-0.05	8830667
8	100	1200	-0.05	8830667
8	200	1200	-0.05	8830667
8	400	1200	-0.05	8830667
8	600	1200	-0.05	8830667
8	800	1200	-0.05	8830667
8	1000	1200	-0.05	8830667
8	1200	1200	-0.05	8830667
8	10	800	-0.05	9020000
8	20	800	-0.05	9020000
8	50	800	-0.05	9020000
8	100	800	-0.05	9020000
8	200	800	-0.05	9020000
8	400	800	-0.05	9020000
8	600	800	-0.05	9020000
8	800	800	-0.05	9020000
8	1000	800	-0.05	9020000
8	1200	800	-0.05	9020000
8	10	400	-0.05	9034667
8	20	400	-0.05	9034667
8	50	400	-0.05	9034667
8	100	400	-0.05	9034667
8	200	400	-0.05	9034667
8	400	400	-0.05	9034667
8	600	400	-0.05	9034667
8	800	400	-0.05	9034667
8	1000	400	-0.05	9254667
8	1200	400	-0.05	9460000
8	10	200	-0.05	8903333
8	20	200	-0.05	8903333
8	50	200	-0.05	8903333
8	100	200	-0.05	8903333
8	200	200	-0.05	8903333
8	400	200	-0.05	8903333
8	600	200	-0.05	9192000
8	800	200	-0.05	8901333
8	1000	200	-0.05	9130000
8	1200	200	-0.05	9616000
8	10	100	-0.05	7821333
8	20	100	-0.05	7821333
8	50	100	-0.05	7821333
8	100	100	-0.05	7821333
8	200	100	-0.05	7821333
8	400	100	-0.05	7983333
8	600	100	-0.05	8616000
8	800	100	-0.05	8673333
8	1000	100	-0.05	9096000
8	1200	100	-0.05	9502000
8	10	40	-0.05	8138667
8	20	40	-0.05	8138667
8	50	40	-0.05	8138667
8	100	40	-0.05	8132667
8	200	40	-0.05	7896000
8	400	40	-0.05	8080000
8	600	40	-0.05	8828000
8	800	40	-0.05	8653333
8	1000	40	-0.05	8974000
8	1200	40	-0.05	9072000
8	10	20	-0.05	8726667
8	20	20	-0.05	8726667
8	50	20	-0.05	8851333
8	100	20	-0.05	8918000
8	200	20	-0.05	8639333
8	400	20	-0.05	8635333
8	600	20	-0.05	9144667
8	800	20	-0.05	8869333
8	1000	20	-0.05	8978000
8	1200	20	-0.05	9102000
8	10	2400	-0.1	8789333
8	20	2400	-0.1	8789333
8	50	2400	-0.1	8789333
8	100	2400	-0.1	8789333
8	200	2400	-0.1	8789333
8	400	2400	-0.1	8789333
8	600	2400	-0.1	8789333
8	800	2400	-0.1	8789333
8	1000	2400	-0.1	8789333
8	1200	2400	-0.1	8789333
8	10	2000	-0.1	8506667
8	20	2000	-0.1	8506667
8	50	2000	-0.1	8506667
8	100	2000	-0.1	8506667
8	200	2000	-0.1	8506667
8	400	2000	-0.1	8506667
8	600	2000	-0.1	8506667
8	800	2000	-0.1	8506667
8	1000	2000	-0.1	8506667
8	1200	2000	-0.1	8506667
8	10	1600	-0.1	8541333
8	20	1600	-0.1	8541333
8	50	1600	-0.1	8541333
8	100	1600	-0.1	8541333
8	200	1600	-0.1	8541333
8	400	1600	-0.1	8541333
8	600	1600	-0.1	8541333
8	800	1600	-0.1	8541333
8	1000	1600	-0.1	8541333
8	1200	1600	-0.1	8541333
8	10	1200	-0.1	8830667
8	20	1200	-0.1	8830667
8	50	1200	-0.1	8830667
8	100	1200	-0.1	8830667
8	200	1200	-0.1	8830667
8	400	1200	-0.1	8830667
8	600	1200	-0.1	8830667
8	800	1200	-0.1	8830667
8	1000	1200	-0.1	8830667
8	1200	1200	-0.1	8830667
8	10	800	-0.1	9020000
8	20	800	-0.1	9020000
8	50	800	-0.1	9020000
8	100	800	-0.1	9020000
8	200	800	-0.1	9020000
8	400	800	-0.1	9020000
8	600	800	-0.1	9020000
8	800	800	-0.1	9020000
8	1000	800	-0.1	9020000
8	1200	800	-0.1	9020000
8	10	400	-0.1	9034667
8	20	400	-0.1	9034667
8	50	400	-0.1	9034667
8	100	400	-0.1	9034667
8	200	400	-0.1	9034667
8	400	400	-0.1	9034667
8	600	400	-0.1	9034667
8	800	400	-0.1	9034667
8	1000	400	-0.1	9254667
8	1200	400	-0.1	9460000
8	10	200	-0.1	8903333
8	20	200	-0.1	8903333
8	50	200	-0.1	8903333
8	100	200	-0.1	8903333
8	200	200	-0.1	8903333
8	400	200	-0.1	8903333
8	600	200	-0.1	9192000
8	800	200	-0.1	8901333
8	1000	200	-0.1	9130000
8	1200	200	-0.1	9616000
8	10	100	-0.1	7821333
8	20	100	-0.1	7821333
8	50	100	-0.1	7821333
8	100	100	-0.1	7821333
8	200	100	-0.1	7821333
8	400	100	-0.1	7983333
8	600	100	-0.1	8616000
8	800	100	-0.1	8673333
